SMILES,constant,position,c_index,x_index,sasa,xtb_e_homo,xtb_e_lumo,ip,ea,electrophilicity,nucleophilicity,electrofugality,nucleofugality,charge_c,bond_order_c_x,fukui_electro,fukui_nucleo,fukui_radical,fukui_dual,fukui_electro_local,fukui_nucleo_local
Oc1cccc(Br)c1,0.12,m,5,6,5.190121266352412,-0.40273708928477786,-0.2535458354216294,13.843044088827376,3.9285639312478664,0.823039442317083,-8.997044088827376,9.82008353114446,1.7404755110692165,0.08315920780585118,0.9865951616765861,0.06729103110838482,0.03643829918155539,0.0518646651449701,0.030852731926829427,0.058874759892465156,0.03643829918155539
Sc1ccc(Br)cc1,0.15,p,4,5,5.14012009808312,-0.3836203721253954,-0.2710164060888434,13.31432614965303,4.698770819429088,1.0045878082572166,-8.46832614965303,9.472913957910245,1.151816988828129,0.08669671359247044,0.9787409730955695,0.06632908617187301,0.022972841725574608,0.04465096394872381,0.0433562444462984,0.07036769707765665,0.022972841725574608
Sc1cccc(Br)c1,0.25,m,5,6,5.14012009808312,-0.38462875952212033,-0.2699548201133849,13.36741373834252,4.628686768476379,0.9863863104022313,-8.52141373834252,9.507800048744752,1.2036995419258527,0.08654646662769735,0.9798016365579627,0.03223523349997695,0.021989787186490334,0.027112510343233642,0.010245446313486617,0.03334834868891999,0.021989787186490334
COc1ccc(Br)cc1,-0.27,p,5,6,5.20012150000626,-0.39070626267221126,-0.24581117244591308,13.214274965724856,3.7153699682381354,0.6893360893174019,-8.368274965724856,9.057611055042257,1.8199661210792664,0.0737175012568956,0.9784192220161211,0.047582914230075615,0.042210983641611785,0.0448969489358437,0.00537193058846383,0.042142308058774836,0.042210983641611785
COc1cccc(Br)c1,0.12,m,6,7,5.190121266352412,-0.39858118144585897,-0.2478325717095901,13.464219358295413,3.770152194519303,0.7335333003117632,-8.618219358295413,9.351752658607177,1.8093811057924607,0.0850808327575283,0.9794393408039653,0.07088486618742855,0.022913768234109233,0.04689931721076889,0.04797109795331932,0.06064201764746116,0.022913768234109233
CCOc1ccc(Br)cc1,-0.24,p,6,7,5.150120331736967,-0.3882636825420088,-0.24413144145339202,13.097466643397732,3.6927515585281108,0.6696734189642097,-8.251466643397732,8.921140062361939,1.822921860436099,0.07294800437437532,0.9784117096270711,0.050010897159192005,0.040720072258270165,0.045365484708731085,0.00929082490092184,0.04419702013442978,0.040720072258270165
CCOc1cccc(Br)c1,0.1,m,7,8,5.180121032698551,-0.39467053238190997,-0.24673702521780402,13.197127150191074,3.745291877078203,0.6952165181682676,-8.351127150191074,9.046343668359341,1.7959246410900649,0.08531968668553759,0.978072208786315,0.07100360174223938,0.02028267322547994,0.04564313748385966,0.05072092851675943,0.061278832240849304,0.02028267322547994
ClC(Cl)(Cl)Oc1ccc(Br)cc1,0.35,p,8,9,5.120119630775397,-0.4103250081901675,-0.27044287293182007,13.731433971413042,5.093660633427713,1.2071024238120749,-8.885433971413041,10.092536395225114,0.9594417903843625,0.08294618508253541,0.9799531925971758,0.01557482093533584,0.03213705582602634,0.02385593838068109,-0.016562234890690503,0.016162412455865922,0.03213705582602634
ClC(Cl)(Cl)Oc1cccc(Br)c1,0.43,m,9,10,5.20012150000626,-0.41746912427599064,-0.2740471925535869,13.929961985720196,5.251526474385975,1.297042409269511,-9.083961985720196,10.381004394989708,0.8915159348835364,0.08855022469107349,0.9878929518477595,0.030504467639378863,0.02627437182085543,0.028389419730117146,0.004230095818523433,0.03395692315565017,0.02627437182085543
FC(F)(F)Oc1ccc(Br)cc1,0.35,p,8,9,5.160120565390828,-0.42190311503556,-0.27688300596033777,14.437763005512267,4.626710824038227,1.1191876271369892,-9.591763005512266,10.710950632649256,1.3384768030987622,0.0866038633138654,0.9930868683025298,0.06889618705606493,0.04062574333873227,0.054760965197398606,0.028270443717332665,0.06654797572788904,0.04062574333873227
FC(F)(F)Oc1cccc(Br)c1,0.38,m,9,10,5.240122434621691,-0.42068841441202,-0.2766827576826731,14.491182281553284,4.629574152443033,1.1268629660562257,-9.645182281553284,10.77204524760951,1.3432888136131926,0.08736050499695727,0.9938278898346687,0.05031128440913797,0.03914002604037789,0.04472565522475793,0.011171258368760081,0.048609084606907126,0.03914002604037789
Cc1ccc(Br)cc1,-0.17,p,4,5,5.110119397121536,-0.3947308478155657,-0.24181125303331777,13.468217406245762,3.685404366758766,0.7113981333723672,-8.622217406245761,9.33361553961813,1.871993766613601,0.07962011280247773,0.9791094307802571,0.06599852298632009,0.04396325128369652,0.0549808871350083,0.022035271702623573,0.05667159147187828,0.04396325128369652
Cc1cccc(Br)c1,-0.07,m,5,6,5.240122434621691,-0.39607186933833066,-0.2452320653332281,13.613751830927356,3.7190776776249654,0.7375467179896795,-8.767751830927356,9.505298548917034,1.8644690403647146,0.08145925434520697,0.9758664442441066,0.06555615356642584,0.033982494866946794,0.04976932421668632,0.03157365869947905,0.05570203451737532,0.033982494866946794
CCc1ccc(Br)cc1,-0.15,p,5,6,5.190121266352412,-0.3947465658721243,-0.2418308626290363,13.415889199125623,3.716978679674247,0.7135661613579808,-8.569889199125623,9.283455360483602,1.8425874816837338,0.07953152656771412,0.9764304377818082,0.06537653782397126,0.041351680101520294,0.05336410896274578,0.024024857722450964,0.056504121840958904,0.041351680101520294
CCc1cccc(Br)c1,-0.07,m,6,7,5.14012009808312,-0.3965397774506706,-0.24281492126833018,13.515498223162856,3.7160859230698766,0.7251114576736478,-8.669498223162856,9.394609680836506,1.855025534603771,0.0830796280306971,0.9792487428480571,0.05845326848818501,0.03238753373170972,0.04542040110994736,0.026065734756475292,0.05000896474794505,0.03238753373170972
Brc1ccc(C(Br)Br)cc1,0.32,p,1,0,5.14012009808312,-0.41986734610931165,-0.28614572435756147,13.81386484284022,5.351314770436453,1.3255627916171078,-8.96786484284022,10.293427634457325,0.8202480211806551,0.08716663836195238,0.9934936374210649,0.05797630248181304,0.02502766234721976,0.0415019824145164,0.03294864013459328,0.06811861290856577,0.02502766234721976
Brc1cccc(C(Br)Br)c1,0.31,m,1,0,5.180121032698551,-0.41838636670761803,-0.28466517410292874,13.845790385478614,5.248869894776098,1.2854896768193647,-8.999790385478613,10.28528006229798,0.882619782043267,0.0900865109919898,0.9900032733050627,0.02138331514897568,0.022132853916952647,0.021758084532964163,-0.0007495387679769677,0.02370127861216415,0.022132853916952647
ClC(Cl)c1ccc(Br)cc1,0.32,p,6,7,5.220121967313982,-0.41329132256664286,-0.27188903389733077,13.716438514395305,4.814885668930626,1.0971913183908633,-8.870438514395305,9.967629832786171,1.1283056494602375,0.08757200781916094,0.9833543840286023,0.06432215828371274,0.025763149155864543,0.04504265371978864,0.038559009127848196,0.06777405918806749,0.025763149155864543
ClC(Cl)c1cccc(Br)c1,0.31,m,7,8,5.1301198644292585,-0.4129453555056168,-0.2738849432247905,13.755573706159348,4.840703123947365,1.1117119583510342,-8.909573706159348,10.021285664510383,1.1170088344036695,0.0899325531241648,0.988906406199128,0.03053955500221564,0.023959298637993495,0.027249426820104568,0.006580256364222145,0.032000040841516655,0.023959298637993495
O=Cc1ccc(Br)cc1,0.42,p,5,6,5.160120565390828,-0.4175340638285284,-0.31737680326739676,14.013362991633029,5.737376823871797,1.5281901852095556,-9.167362991633029,10.695553176842587,0.6368133613377588,0.09375245953651067,0.993377614600164,0.05791207831757434,0.025359036819372224,0.041635557568473286,0.032553041498202116,0.07285736142601124,0.025359036819372224
O=Cc1cccc(Br)c1,0.35,m,6,7,5.180121032698551,-0.4149721033178714,-0.31980899760308873,13.957432284541428,5.753284849380667,1.5293285165038195,-9.111432284541428,10.640760801045248,0.6220436671231522,0.08886771624631046,0.9875650422930287,0.025737637971219016,0.025832257075831783,0.0257849475235254,-9.461910461276701e-05,0.03090629615739391,0.025832257075831783
O=C(O)c1ccc(Br)cc1,0.45,p,6,7,5.14012009808312,-0.41717989560785146,-0.30110829786372645,14.076071139544185,5.446405347038966,1.399797371602641,-9.230071139544185,10.629868511146826,0.7993920245636751,0.0936938730062202,0.9929821271964603,0.060452709023813174,0.0279928725433084,0.044222790783560784,0.032459836480504774,0.07078684250048074,0.0279928725433084
O=C(O)c1cccc(Br)c1,0.37,m,7,8,5.17012079904469,-0.41238365266523447,-0.303718617430086,14.012070802396613,5.466610131524748,1.401023411599878,-9.166070802396613,10.56709421399649,0.7804132800751304,0.09107920220762081,0.9890401285381754,0.026327534141968048,0.029937884596278372,0.02813270936912321,-0.0036103504543103238,0.029718299590932338,0.029937884596278372
CC#Cc1ccc(Br)cc1,0.03,p,6,7,5.150120331736967,-0.38915730933145337,-0.25514225003026325,13.013079449242134,4.301395734348649,0.8336810917665377,-8.167079449242134,9.000760541008672,1.3782853574178888,0.08296727698610969,0.9699290533257587,0.0667050047668343,0.03490696535369918,0.05080598506026674,0.031798039413135123,0.06618936864288931,0.03490696535369918
CC#Cc1cccc(Br)c1,0.21,m,7,8,5.230122200967843,-0.3939414134293067,-0.25388941651108615,13.146410936226504,4.2314227455269435,0.8282686151676826,-8.300410936226504,9.128679551394184,1.4428458696407391,0.08079183781456965,0.9723000080934526,0.033642409161780434,0.02280183993497001,0.02822212454837522,0.010840569226810426,0.032655320669482894,0.02280183993497001
OCc1ccc(Br)cc1,0.0,p,5,6,5.080118696159966,-0.4072232902182616,-0.2567217484068544,13.72169913862175,4.07802917058107,0.8520518971731821,-8.87569913862175,9.727751035794933,1.620022726592112,0.08284324286602665,0.9842913934969115,0.06821968914855497,0.02968095622005197,0.04895032268430347,0.038538732928503,0.06158638405496909,0.02968095622005197
OCc1cccc(Br)c1,0.0,m,6,7,5.14012009808312,-0.40105538731786705,-0.24999184118783208,13.587216395085795,3.8814867381172555,0.778884145749782,-8.741216395085795,9.520100540835577,1.7433974076325267,0.08497006112575961,0.9777798259269815,0.0627009266735065,0.03003903791648678,0.04636998229499664,0.032661888757019725,0.054954764092633376,0.03003903791648678
Fc1ccc(Br)cc1,0.06,p,4,5,5.1301198644292585,-0.4116192922874674,-0.26360914761368986,14.16680571330737,4.151522011356057,0.9287496518795401,-9.32080571330737,10.24955536518691,1.623227640523483,0.08240943139913393,0.98621967654044,0.05674817675170768,0.04564698881796425,0.051197582784835965,0.011101187933743428,0.051463353064844244,0.04564698881796425
Fc1cccc(Br)c1,0.34,m,5,6,5.190121266352412,-0.41456307238483253,-0.26699985205383325,14.267402188447537,4.225118091149834,0.9640381167423547,-9.421402188447537,10.385440305189892,1.5849200255925213,0.08452386941033295,0.9937021407114481,0.07236984013163472,0.037230448938226454,0.05480014453493058,0.03513939119340826,0.06535097856987425,0.037230448938226454
Clc1ccc(Br)cc1,0.23,p,4,5,5.14012009808312,-0.4060908604666197,-0.2636542832784912,13.651653911959164,4.356663869270383,0.9300862765957888,-8.805653911959164,9.735740188554955,1.419422407325406,0.08288672194622523,0.9873643614979492,0.060767140466792435,0.0383864028053332,0.04957677163606282,0.022380737661459232,0.058526615747102016,0.0383864028053332
Clc1cccc(Br)c1,0.37,m,5,6,5.150120331736967,-0.41175936903957444,-0.26603905414896734,13.806482017124566,4.358792734254438,0.9499199071689011,-8.960482017124566,9.910401924293467,1.4371271729144632,0.08576468254663455,0.9964389603888476,0.07126407896003287,0.02862893424908726,0.049946506604560056,0.0426351447109456,0.06771861766082828,0.02862893424908726
Brc1ccc(Br)cc1,0.23,p,1,0,5.210121733660121,-0.4091608956793007,-0.27305922232573554,13.755304085399333,4.593987643027379,1.022624594163683,-8.909304085399333,9.931928679563015,1.2746369511363038,0.08235575260891166,0.9914354307913766,0.06706464436382106,0.03739053025446011,0.05222758730914058,0.029674114109360945,0.06718384012381179,0.03739053025446011
Brc1cccc(Br)c1,0.39,m,1,0,5.210121733660121,-0.4143479908653357,-0.27112055069033886,13.895133129755198,4.553930992960121,1.0261817875035633,-9.049133129755198,10.07531491725876,1.3182507945434427,0.08587020098263648,0.9946374702275139,0.05845328172688424,0.029290898287338135,0.04387209000711119,0.029162383439546108,0.05754336779556485,0.029290898287338135
Brc1ccc(I)cc1,0.18,p,1,0,5.110119397121536,-0.40830562090872624,-0.2722431488204709,13.65825906270757,4.572088127709525,1.0029441068417342,-8.81225906270757,9.815203169549306,1.2768559791322096,0.08234909032782806,0.9922809232854364,0.06833848869524232,0.03535423330599491,0.05184636100061862,0.032984255389247416,0.06860943234384981,0.03535423330599491
Brc1cccc(I)c1,0.35,m,1,0,5.190121266352412,-0.4135003791085454,-0.2706115956513688,13.804283992632,4.547715273678258,1.012734707231921,-8.958283992632,9.971018699863922,1.3110194335536633,0.08627081321739007,0.987441989190419,0.049551055215869985,0.02692562930293657,0.03823834225940328,0.022625425912933414,0.04902215460340308,0.02692562930293657
CCOC(=O)c1ccc(Br)cc1,0.45,p,8,9,5.260122901929413,-0.4148606248991623,-0.2952707926947043,13.665272378594254,5.386445695490751,1.322716457592169,-8.819272378594254,10.14198883618642,0.7822707621014177,0.09054918704969303,0.9913422293295807,0.05988544788145098,0.02251997596157705,0.04120271192151402,0.03736547191987393,0.0721439990881359,0.02251997596157705
CCOC(=O)c1cccc(Br)c1,0.37,m,9,10,5.160120565390828,-0.41301562013308757,-0.29825199158620047,13.60572630882903,5.415231195584741,1.328207985534792,-8.75972630882903,10.087934294363823,0.7589767899500509,0.08681086486180632,0.9851326405962968,0.024111888756910504,0.0206586507246002,0.022385269740755352,0.0034532380323103046,0.02832087846762297,0.0206586507246002
FC(F)(F)c1ccc(Br)cc1,0.54,p,7,8,5.330124537506414,-0.4272873657806915,-0.29572444938846687,14.685840996334086,5.0874009996385325,1.3235411199157174,-9.839840996334086,11.163382116249803,1.082140120277185,0.08870067468312874,1.002503199546891,0.07622349341867997,0.03753006761902973,0.05687678051885485,0.03869342579965024,0.07911030739404103,0.03753006761902973
FC(F)(F)c1cccc(Br)c1,0.43,m,8,9,5.220121967313982,-0.4239395449583854,-0.2870136262576618,14.592961754988215,4.857669150371399,1.2227531443415214,-9.746961754988215,10.969714899329736,1.2110839939701221,0.08887089910913676,1.0000499318933873,0.055811900682568874,0.041552630301821436,0.048682265492195155,0.014259270380747438,0.05574740294311793,0.041552630301821436
ClC(Cl)(Cl)c1ccc(Br)cc1,0.46,p,7,8,5.300123836544844,-0.4208612797497613,-0.28398715885423553,13.89453531414675,5.2075629134672745,1.274177362506908,-9.04853531414675,10.322712676653659,0.9126144490396335,0.09127993784224668,0.9898925486319133,0.06371049253415688,0.0235081295099044,0.04360931102203064,0.04020236302425248,0.07224596039254483,0.0235081295099044
ClC(Cl)(Cl)c1cccc(Br)c1,0.4,m,8,9,5.17012079904469,-0.4169725218017316,-0.2752965646527251,13.927790950650666,4.98381905804548,1.1879678532801594,-9.081790950650666,10.269758803930827,1.0501487952346797,0.0898397246401959,0.9917502185864787,0.035502886755358856,0.026262061597104827,0.03088247417623184,0.009240825158254029,0.037814138115811476,0.026262061597104827
N#Cc1ccc(Br)cc1,0.66,p,5,6,5.17012079904469,-0.41961308541472014,-0.2948102854731133,14.230389599386948,5.201224853903567,1.3132456375075685,-9.384389599386948,10.697635236894515,0.9580207836040012,0.09215527792346916,0.9864878112460392,0.06702763150418029,0.0341867779481191,0.05060720472614969,0.032840853556061186,0.07346858285363703,0.0341867779481191
N#Cc1cccc(Br)c1,0.56,m,6,7,5.17012079904469,-0.41844888480204395,-0.29516985029349285,14.194071919943514,5.168233664285011,1.2950986856225635,-9.348071919943514,10.643170605566077,0.9728650213375525,0.08549660905007606,0.9962464432886848,0.033609896144039586,0.0336184998848654,0.03361419801445249,-8.603740825813277e-06,0.036049783624050286,0.0336184998848654
O=Nc1ccc(Br)cc1,0.91,p,5,6,5.080118696159966,-0.3714596629112727,-0.35154152924287424,13.360925978471016,6.434320142478324,1.842092371744018,-8.514925978471016,10.357018350215034,0.25377222926569426,0.09445057866924499,1.008479718649999,0.05385775205940076,0.030337591363583757,0.04209767171149226,0.023520160695817,0.08416671045383119,0.030337591363583757
O=Nc1cccc(Br)c1,0.62,m,6,7,5.220121967313982,-0.3985027948144254,-0.36924445732448985,13.711040715756953,6.260460648658761,1.7728174744349052,-8.865040715756953,10.637858190191857,0.3583568257761447,0.0888481619728329,0.9808178296317269,0.03022334562510283,0.025022019440429505,0.027622682532766167,0.005201326184673324,0.041693307730799434,0.025022019440429505
O=[N+]([O-])c1ccc(Br)cc1,0.78,p,6,7,5.1301198644292585,-0.4409444141579886,-0.3625988243907046,14.65001552496732,6.934924293352341,2.2916452520770396,-9.804015524967319,12.095660777044358,0.20272095872469784,0.0988930942433691,1.0140613247433343,0.048078763239734146,0.02449632713128609,0.03628754518551012,0.023582436108448054,0.0738355942593989,0.02449632713128609
O=[N+]([O-])c1cccc(Br)c1,0.71,m,7,8,5.100119163467675,-0.43507884414053954,-0.3658913421688868,14.621811599946604,6.939413305342345,2.292228521125975,-9.775811599946604,12.06804012107258,0.19881521578362985,0.09382177170314131,1.005940588577441,0.02263767863732337,0.02853173023675111,0.02558470443703724,-0.005894051599427741,0.030099363784041717,0.02853173023675111
[N-]=[N+]=Nc1ccc(Br)cc1,0.08,p,6,7,5.20012150000626,-0.4116160809281391,-0.3197561791632295,13.767252189778642,5.324273817462287,1.3080557189760875,-8.921252189778642,10.229307908754729,0.8297819015138005,0.08505771565492329,0.9862375507359008,0.025299594911594683,0.031860789629630265,0.028580192270612474,-0.006561194718035582,0.02811965093362831,0.031860789629630265
[N-]=[N+]=Nc1cccc(Br)c1,0.37,m,7,8,5.160120565390828,-0.40931588855408696,-0.3153017027674253,13.713625696891347,5.584717815046838,1.4190380339323245,-8.867625696891347,10.28666373082367,0.6803202188854862,0.08918870353983606,0.9860887408035768,0.02349317637949011,0.023909885160822278,0.023701530770156194,-0.0004167087813321674,0.02784060350069519,0.023909885160822278
Brc1ccccc1,0.0,n,1,0,5.14012009808312,-0.4016644344710558,-0.24743200817629252,13.984643244809416,3.70684897595928,0.7782783216444237,-9.138643244809415,9.91692156645384,1.917429345685144,0.08596971525598085,0.9774675449153457,0.06682885700531996,0.04710292419369408,0.05696589059950702,0.019725932811625872,0.056334543566374254,0.04710292419369408
