smiles,c_index,x_index
Cl[C:1]1=[N:2][C:4]2=[CH:6][CH:8]=[CH:9][CH:7]=[C:5]2[S:3]1,1,0
Br[C:14]1=[CH:12][C:11]([CH3:10])=[CH:13][CH:15]=[N:16]1,1,0
Br[C:9]1=[CH:6][C:3]([F:5])=[C:2]([F:1])[C:4]([F:7])=[CH:8]1,1,0
Br[C:8]1=[CH:14][C:19]2=[C:13]([CH:7]=[C:3]1[N:1]([C:2](=[O:5])[C:6]1=[CH:11][CH:17]=[CH:23][CH:18]=[CH:12]1)[C:4]1=[CH:9][C:15]3=[C:21]([CH:16]=[C:10]1Br)[CH:26]=[CH:29][CH:27]=[CH:22]3)[CH:20]=[CH:25][CH:28]=[CH:24]2,1,0
Br[C:28]1=[CH:30][CH:32]=[CH:34][C:31]([C:33]2=[N:36][C:38]([C:41]3=[CH:44][CH:48]=[CH:51][CH:49]=[CH:45]3)=[N:39][C:37]([C:40]3=[CH:42][CH:46]=[CH:50][CH:47]=[CH:43]3)=[CH:35]2)=[CH:29]1,1,0
Br[C:29]1=[N:28][CH:18]=[C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])[CH:17]=[CH:27]1,1,0
I[C:5]1=[C:4]([CH:1]([CH3:2])[CH3:3])[CH:6]=[CH:8][CH:9]=[CH:7]1,1,0
Cl[C:31]1=[CH:32][C:34]([C:37]2=[CH:39][CH:43]=[CH:47][CH:44]=[CH:40]2)=[CH:36][C:35]([C:38]2=[CH:41][CH:45]=[CH:48][CH:46]=[CH:42]2)=[CH:33]1,1,0
Br[C:13]1=[CH:19][CH:14]=[CH:8][C:4]([N:3]([C:5]2=[CH:9][CH:15]=[CH:20][CH:16]=[CH:10]2)[C:6]2=[CH:11][CH:17]=[CH:21][CH:18]=[CH:12]2)=[CH:7]1,1,0
Br[C:12]1=[CH:11][CH:8]=[C:5]2[N:4]([CH3:3])[CH:6]=[CH:9][C:7]2=[CH:10]1,1,0
Cl[C:29]1=[CH:27][CH:17]=[C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])[N:18]=[CH:28]1,1,0
Cl[C:24]1=[N:23][CH:21]=[C:19]([F:18])[CH:20]=[N:22]1,1,0
Cl[C:27]1=[N:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][CH:28]=[CH:29]1,1,0
Cl[C:27]1=[CH:29][CH:28]=[N:18][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:17]1,1,0
Cl[C:29]1=[N:28][CH:18]=[C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])[CH:17]=[CH:27]1,1,0
Cl[C:27]1=[CH:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][CH:28]=[N:29]1,1,0
Cl[C:27]1=[CH:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][N:28]=[CH:29]1,1,0
Br[C:27]1=[CH:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][CH:28]=[N:29]1,1,0
Br[C:27]1=[N:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][CH:28]=[CH:29]1,1,0
Br[C:27]1=[CH:29][CH:28]=[N:18][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:17]1,1,0
Br[C:7]1=[N:13][CH:19]=[CH:14][N:8]=[C:3]1[N:1]([C:2](=[O:5])[C:6]1=[CH:11][CH:17]=[CH:21][CH:18]=[CH:12]1)[C:4]1=[N:10][CH:16]=[CH:20][N:15]=[C:9]1Br,1,0
Br[C:27]1=[CH:17][C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])=[CH:18][N:28]=[CH:29]1,1,0
Br[C:29]1=[CH:27][CH:17]=[C:12]([CH2:4][C:1]([P:2]([O:6][CH:13]([CH3:19])[CH3:20])([O:7][CH:14]([CH3:21])[CH3:22])=[O:8])([P:3]([O:9][CH:15]([CH3:23])[CH3:24])([O:10][CH:16]([CH3:25])[CH3:26])=[O:11])[F:5])[N:18]=[CH:28]1,1,0
I[C:4]1=[CH:7][CH:8]=[CH:6][C:3]([CH3:5])=[C:2]1[CH3:1],1,0
I[C:5]1=[CH:7][CH:9]=[C:6]([O:8][CH3:10])[CH:4]=[C:3]1[O:1][CH3:2],1,0
Cl[C:6]1=[N:4][C:3]([O:1][CH3:2])=[CH:5][CH:7]=[CH:8]1,1,0
I[C:10]1=[CH:8][CH:6]=[C:5]([N:2]([CH3:3])[CH3:4])[CH:7]=[CH:9]1,1,0
Br[C:1]1=[CH:2][C:4]([C:7]2=[CH:10][N:14]=[CH:17][CH:13]=[CH:9]2)=[CH:6][C:5]([C:8]2=[CH:12][N:16]=[CH:18][CH:15]=[CH:11]2)=[CH:3]1,1,0
Br[C:19]1=[CH:17][CH:15]=[C:11]([O:9][C:10]([F:12])([F:13])[F:14])[CH:16]=[CH:18]1,1,0
Br[C:4]1=[C:2]([O:1][C:3]2=[C:6](Br)[CH:10]=[C:13]([Cl:15])[CH:11]=[CH:7]2)[CH:5]=[CH:9][C:12]([Cl:14])=[CH:8]1,1,0
Br[C:4]1=[C:2]([S:1][C:3]2=[C:6](Br)[CH:10]=[C:14]([Cl:15])[CH:11]=[CH:7]2)[CH:5]=[C:9]([Cl:13])[CH:12]=[CH:8]1,1,0
Br[C:7]1=[C:3]([N:1]([C:2](=[O:5])[C:6]2=[CH:11][CH:17]=[CH:21][CH:18]=[CH:12]2)[C:4]2=[C:9](Br)[CH:15]=[C:20]([Cl:23])[CH:16]=[CH:10]2)[CH:8]=[CH:14][C:19]([Cl:22])=[CH:13]1,1,0
Br[C:5]1=[C:10]2[C:13](=[C:8]3[C:4](=[C:2]/1[S:1][C:3]1=[C:6](Br)[CH:11]=[C:17]([Cl:21])[CH:12]=[CH:7]1)/[CH:9]=[CH:15][CH:19]=[N:14]/3)\[N:18]=[CH:22][CH:20]=[CH:16]\2,1,0
Br[C:5]1=[C:10]2[C:13](=[C:8]3[C:4](=[C:2]/1[O:1][C:3]1=[C:6](Br)[CH:11]=[C:17]([Cl:21])[CH:12]=[CH:7]1)/[CH:9]=[CH:15][CH:19]=[CH:14]/3)\[CH:18]=[CH:22][CH:20]=[CH:16]\2,1,0
I[C:1]1=[CH:2][C:4]([NH2:6])=[CH:7][CH:5]=[CH:3]1,1,0
Br[C:5]1=[C:3]([C:1]#[C:2][C:4]2=[CH:7][CH:11]=[C:14]([CH3:15])[CH:12]=[CH:8]2)[CH:6]=[CH:10][CH:13]=[CH:9]1,1,0
Br[C:10]1=[CH:11][C:13]([F:15])=[CH:16][C:14]([F:17])=[CH:12]1,1,0
Cl[C:9]1=[N:11][CH:14]=[CH:15][C:12]2=[C:10]1[CH:13]=[CH:17][CH:18]=[CH:16]2,1,0
Br[C:5]1=[C:6]([NH2:8])[CH:9]=[CH:11][C:10]([F:12])=[CH:7]1,1,0
Cl[C:7]1=[N:11][C:14]2=[C:10]([N:6]=[C:4]1[S:1](=[O:2])(=[O:3])[C:5]1=[CH:8][CH:12]=[C:16]([F:19])[CH:13]=[CH:9]1)[CH:15]=[CH:18][CH:20]=[CH:17]2,1,0
Cl[C:7]1=[N:11][C:14]2=[C:10]([N:6]=[C:4]1[S:1](=[O:2])(=[O:3])[C:5]1=[CH:8][CH:12]=[C:16]([Br:19])[CH:13]=[CH:9]1)[CH:15]=[CH:18][CH:20]=[CH:17]2,1,0
Cl[C:7]1=[N:11][C:14]2=[C:10]([N:6]=[C:4]1[S:1](=[O:2])(=[O:3])[C:5]1=[CH:8][CH:12]=[C:16]([CH3:19])[CH:13]=[CH:9]1)[CH:15]=[CH:18][CH:20]=[CH:17]2,1,0
Cl[C:7]1=[N:11][C:14]2=[C:10]([N:6]=[C:4]1[S:1](=[O:2])(=[O:3])[C:5]1=[CH:8][CH:12]=[CH:16][CH:13]=[CH:9]1)[CH:15]=[CH:18][CH:19]=[CH:17]2,1,0
Cl[C:7]1=[N:11][C:14]2=[C:10]([N:6]=[C:4]1[S:1](=[O:2])(=[O:3])[C:5]1=[CH:8][CH:12]=[C:16]([O:19][CH3:21])[CH:13]=[CH:9]1)[CH:15]=[CH:18][CH:20]=[CH:17]2,1,0
Cl[C:21]1=[C:15]2[S:10][C:6]([N:3]3[C:2](=[O:1])/[C:4](=[CH:7]/[C:12]4=[CH:17][CH:23]=[C:28]([N:30]([CH3:31])[CH3:32])[CH:24]=[CH:18]4)[N:8]=[C:5]3[C:9]3=[CH:13][CH:19]=[CH:25][CH:20]=[CH:14]3)=[N:11][C:16]2=[CH:22][CH:27]=[C:26]1[F:29],1,0
F[C:8]1=[CH:6][CH:4]=[C:3]([O:1][CH3:2])[CH:5]=[CH:7]1,1,0
Cl[C:21]1=[C:15]2[S:10][C:6]([N:3]3[C:2](=[O:1])/[C:4](=[CH:7]/[C:12]4=[CH:17][CH:23]=[CH:28][CH:24]=[CH:18]4)[N:8]=[C:5]3[C:9]3=[CH:13][CH:19]=[CH:25][CH:20]=[CH:14]3)=[N:11][C:16]2=[CH:22][CH:27]=[C:26]1[F:29],1,0
Cl[C:1]1=[C:2]2[C:4](=[CH:9][CH:7]=[C:3]1[F:6])[N:8]=[C:10](/[N:11]=[CH:12]/[C:13]1=[CH:14][CH:16]=[C:18]([N:19]([CH3:20])[CH3:21])[CH:17]=[CH:15]1)[S:5]2,1,0
O=[CH:18][C:15]1=[C:13](Br)[C:14]2=[C:16]([CH:20]=[CH:19]1)[CH:21]=[CH:23][CH:22]=[CH:17]2,3,4
F[C:24]1=[CH:18][C:11]([F:17])=[C:7]([S:2]([N:1]([CH2:3][C:8]2=[C:13]([O:20][CH3:26])[CH:21]=[C:27]([O:28][CH3:29])[CH:22]=[CH:14]2)[C:4]2=[N:10][CH:16]=[N:23][CH:15]=[CH:9]2)(=[O:5])=[O:6])[CH:12]=[C:19]1[F:25],1,0
Br[C:7]1=[N:6][CH:4]=[C:2]([F:1])[CH:3]=[CH:5]1,1,0
Br/[C:1]1=[C:2]2[C:4](=[C:8](/[C:13]3=[CH:17][C:23]4=[C:29]([CH:24]=[CH:18]3)[CH:33]=[CH:36][CH:34]=[CH:30]4)[C:6]3=[CH:11][CH:16]=[CH:12][CH:7]=[C:3]13)/[CH:9]=[C:14]1[C:10](=[CH:5]/2)\[C:15]([CH3:20])([CH3:21])[C:22]2=[CH:28][CH:32]=[CH:35][CH:31]=[C:27]2[C:19]\1([CH3:25])[CH3:26],1,0
Br[C:38]1=[CH:39][CH:41]=[C:43]([C:44]2=[CH:46]\[CH:48]=[C:49]3[C:47](=[CH:45]/2)/[C:50]2=[CH:53][CH:56]=[CH:59][CH:55]=[C:52]2[N:51]/3[C:54]2=[CH:57][CH:60]=[CH:62][CH:61]=[CH:58]2)[CH:42]=[CH:40]1,1,0
Br[C:16]1=[N:14][C:13]([Br:12])=[CH:15][CH:17]=[CH:18]1,1,0
Br[C:15]1=[C:14]([CH2:12][CH3:13])[CH:16]=[CH:18][CH:19]=[CH:17]1,1,0
Br[C:5]1=[C:3]([C:1]#[C:2][C:4]2=[CH:7][CH:11]=[C:14]([O:15][CH3:16])[CH:12]=[CH:8]2)[CH:6]=[CH:10][CH:13]=[CH:9]1,1,0
Br[C:9]1=[CH:11][CH:10]=[CH:7][C:4]([C:1]([O:2][CH2:5][CH3:8])=[O:3])=[CH:6]1,1,0
Cl[C:19]1=[N:16][C:14]([NH:13][C:12]2=[CH:10][C:7]([F:9])=[C:4]([N:1]([CH2:2][CH3:5])[CH2:3][CH3:6])[CH:8]=[CH:11]2)=[C:15]([N:17](=[O:20])=[O:21])[CH:18]=[CH:22]1,1,0
Br[C:6]1=[CH:8][N:11]=[CH:12][CH:10]=[C:7]1[CH3:9],1,0
Br[C:20]1=[CH:21][CH:19]=[C:17]([CH:15]=[O:16])[O:18]1,1,0
Br[C:13]1=[C:12]([F:11])[CH:14]=[C:16]([F:18])[CH:17]=[CH:15]1,1,0
I[C:3]1=[C:2]([NH2:1])[CH:4]=[C:6]([CH3:8])[CH:7]=[CH:5]1,1,0
Br[C:42]1=[C:43]2[C:45](=[CH:49][CH:47]=[CH:44]1)[C:48]1=[CH:51][CH:53]=[CH:54][CH:52]=[C:50]1[O:46]2,1,0
Cl[C:1]1=[CH:2][C:4]([F:6])=[CH:7][CH:5]=[CH:3]1,1,0
I[C:9]1=[CH:7][CH:5]=[C:4]([CH:1]([CH3:2])[CH3:3])[CH:6]=[CH:8]1,1,0
Cl[C:8]1=[CH:6][C:3]([NH:1][C:2]([CH3:4])=[O:5])=[N:7][C:9](Cl)=[N:10]1,1,0
Cl[C:9]1=[CH:6][C:3]([NH:1][C:2]([CH2:4][CH3:8])=[O:5])=[N:7][C:10](Cl)=[N:11]1,1,0
Cl[C:8]1=[N:6][C:3]([NH:1][C:2]([CH3:4])=[O:5])=[N:7][C:9](Cl)=[CH:10]1,1,0
Cl[C:9]1=[CH:6][C:3]([NH:1][C:2]([CH2:4][CH2:8][CH3:11])=[O:5])=[N:7][C:10](Cl)=[N:12]1,1,0
Cl[C:11]1=[N:13][C:15]([NH2:17])=[N:16][C:14](Cl)=[CH:12]1,1,0
I[C:15]1=[C:14]([NH2:13])[CH:16]=[C:18]([Cl:20])[CH:19]=[CH:17]1,1,0
Cl[C:9]1=[N:6][C:3]([NH:1][C:2]([CH2:4][CH2:8][CH3:11])=[O:5])=[N:7][C:10](Cl)=[CH:12]1,1,0
Cl[C:9]1=[N:6][C:3]([NH:1][C:2]([CH2:4][CH3:8])=[O:5])=[N:7][C:10](Cl)=[CH:11]1,1,0
Br[C:1]1=[CH:3][CH:5]=[N:7][C:4]([CH3:6])=[CH:2]1,1,0
CC(=O)[NH:1][C:2]1=[C:4](Br)[CH:7]=[CH:9][C:5]2=[C:3]1[CH:6]=[C:10]([O:12][CH3:14])[C:11]([O:13][CH3:15])=[CH:8]2,5,6
Br[C:30]1=[CH:28][CH:26]=[C:25]([S:21]([CH3:22])(=[O:23])=[O:24])[CH:27]=[CH:29]1,1,0
Br/[C:1]1=[C:2]2\[CH:4]=[C:8]3[C:13](=[CH:9]\[C:5]2=[C:10](/[C:15]2=[CH:20][C:25]4=[C:30]([CH:26]=[CH:21]2)[CH:34]=[CH:37][CH:35]=[CH:31]4)[C:6]2=[CH:11][CH:16]=[CH:12][CH:7]=[C:3]12)/[N:17]([C:22]1=[CH:27][CH:32]=[CH:36][CH:33]=[CH:28]1)[C:18]1=[CH:23][CH:29]=[CH:24][CH:19]=[C:14]/31,1,0
Br/[C:1]1=[C:2]2[C:4](=[C:8](/[C:13]3=[CH:17][C:22]4=[C:28]([CH:23]=[CH:18]3)[CH:31]=[CH:33][CH:32]=[CH:29]4)[C:6]3=[CH:11][CH:16]=[CH:12][CH:7]=[C:3]13)/[CH:9]=[C:14]1[C:10](=[CH:5]/2)\[C:15]2=[CH:21][CH:27]=[CH:30][CH:26]=[C:20]2[Si:19]\1([CH3:24])[CH3:25],1,0
Br[C:15]1=[CH:10][C:6]([NH:2][S:1](=[O:3])(=[O:4])[C:5]2=[CH:7][CH:11]=[C:16]([F:19])[CH:12]=[CH:8]2)=[C:9]([O:13][CH3:17])[N:14]=[CH:18]1,1,0
Br[C:18]1=[CH:16][CH:14]=[C:11]([NH:9][C:10]([CH3:12])=[O:13])[CH:15]=[CH:17]1,1,0
Cl[C:16]1=[N:18][CH:20]=[CH:21][C:19]([C:22]2=[CH:23][CH:25]=[CH:27][CH:26]=[CH:24]2)=[N:17]1,1,0
Br[C:8]1=[N:7][CH:5]=[C:3]([C:1]#[N:2])[CH:4]=[CH:6]1,1,0
Br[C:18]1=[CH:19][C:21]([NH2:23])=[CH:24][CH:22]=[CH:20]1,1,0
Br[C:12]1=[CH:16][CH:13]=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:8][CH:14]=[C:15]([CH3:17])[S:9]2)=[CH:6]1,1,0
Cl[C:10]1=[CH:8][CH:6]=[C:5]([C:1]([CH3:2])([CH3:3])[CH3:4])[CH:7]=[CH:9]1,1,0
F[C:13]1=[CH:11][CH:9]=[C:8]([CH:6]=[O:7])[CH:10]=[CH:12]1,1,0
Br[C:1]1=[CH:3][C:5]([C:8]2=[CH:11][CH:15]=[CH:18][CH:16]=[CH:12]2)=[N:6][C:4]([C:7]2=[CH:9][CH:13]=[CH:17][CH:14]=[CH:10]2)=[CH:2]1,1,0
Br[C:10]1=[CH:11][CH:13]=[CH:14][O:12]1,1,0
CC(=O)[NH:1][C:2]1=[C:4](Br)[CH:7]=[CH:9][C:5]2=[C:3]1[CH:6]=[CH:10][CH:12]=[C:8]2[C:11]#[N:13],5,6
CC(=O)[NH:1][C:2]1=[C:3]2[C:5](=[CH:9][CH:7]=[C:4]1Br)[CH:8]=[C:11]1[C:10](=[CH:6]2)[O:12][CH2:14][O:13]1,9,10
F[C:5]1=[CH:7][CH:9]=[C:6]([CH:8]=[O:10])[CH:4]=[C:3]1[C:1]#[N:2],1,0
Br[C:51]1=[CH:53][N:55]=[C:56]([NH2:57])[CH:54]=[CH:52]1,1,0
CC(=O)[NH:1][C:2]1=[C:4](Br)[CH:7]=[C:8]([C:11]#[N:13])[C:5]2=[C:3]1[CH:6]=[CH:10][CH:12]=[CH:9]2,5,6
F[C:25]1=[CH:18][C:11]([F:17])=[C:7]([S:2]([N:1]([CH2:3][C:8]2=[C:13]([O:21][CH3:26])[CH:22]=[C:27]([O:28][CH3:29])[CH:23]=[CH:14]2)[C:4]2=[N:10][CH:16]=[N:24][CH:15]=[CH:9]2)(=[O:5])=[O:6])[C:12]([F:19])=[CH:20]1,1,0
Br[C:3]1=[C:2]([CH3:1])[CH:4]=[C:6]([CH3:8])[CH:7]=[CH:5]1,1,0
Br[C:19]1=[CH:21][CH:24]=[CH:25][C:22]2=[C:20]1[CH:23]=[CH:27][N:28]=[CH:26]2,1,0
CC(=O)[NH:11][C:12]1=[C:14](Br)[CH:17]=[CH:18][C:15]2=[C:13]1[CH:16]=[CH:20][CH:21]=[CH:19]2,5,6
I[C:22]1=[CH:24][N:26]=[C:27]([Cl:28])[CH:25]=[CH:23]1,1,0
Cl[C:16]1=[C:15]([Cl:14])[CH:17]=[CH:19][CH:20]=[N:18]1,1,0
I[C:20]1=[C:17]([CH3:19])[CH:15]=[C:14]([N:11](=[O:12])=[O:13])[CH:16]=[CH:18]1,1,0
O=[CH:1][C:2]1=[C:3](Br)[CH:5]=[C:7]([F:8])[CH:6]=[CH:4]1,3,4
I[C:51]1=[CH:52][C:54](I)=[CH:56][CH:55]=[CH:53]1,1,0
Cl[C:13]1=[C:8]2[C:4](=[N:9][C:14]([S:17][CH3:18])=[N:16]1)[N:2]([CH2:1][C:3]1=[CH:6][CH:11]=[CH:15][CH:12]=[CH:7]1)[N:5]=[CH:10]2,1,0
O=[CH:1][C:2]1=[CH:3][C:5]2=[C:7]([N:6]=[C:4]1Cl)[CH:9]=[CH:11][CH:10]=[CH:8]2,7,8
Br[C:1]1=[CH:2][CH:4]=[C:6]([C:7]2=[CH:9][N:11]=[CH:12][CH:10]=[CH:8]2)[CH:5]=[CH:3]1,1,0
Br[C:16]1=[CH:13][C:11]([Cl:10])=[C:12]([Cl:14])[CH:15]=[CH:17]1,1,0
Cl[C:13]1=[C:14]([NH2:16])[CH:17]=[CH:19][CH:18]=[CH:15]1,1,0
Br[C:7]1=[CH:9][CH:8]=[CH:6][C:4]([N:1]([CH3:2])[CH3:3])=[CH:5]1,1,0
Br[C:13]1=[N:14][C:16]([C:19]2=[CH:20][CH:22]=[CH:24][CH:23]=[CH:21]2)=[CH:18][CH:17]=[CH:15]1,1,0
Br[C:9]1=[CH:7][C:4]([F:6])=[C:3]([C:1]#[N:2])[CH:5]=[CH:8]1,1,0
Br[C:42]1=[C:43]2[C:45](=[CH:49][CH:47]=[CH:44]1)[C:48]1=[CH:51][CH:53]=[CH:54][CH:52]=[C:50]1[S:46]2,1,0
Cl[C:23]1=[N:18][C:14]([NH:11][C:7]2=[CH:4][C:2]([F:1])=[C:3]([N:6]3[CH2:9][CH:12]([C:15]([NH2:19])=[O:20])[CH2:16][CH2:13][CH2:10]3)[CH:5]=[CH:8]2)=[C:17]([N:21](=[O:24])=[O:25])[CH:22]=[CH:26]1,1,0
CC(=O)[NH:11][C:12]1=[C:14](Cl)[CH:17]=[C:18]([CH3:21])[C:15]2=[C:13]1[CH:16]=[CH:20][CH:22]=[CH:19]2,5,6
Cl[C:1]1=[C:2]2[C:4](=[N:7][C:6]([S:10][CH3:11])=[N:3]1)[NH:8][N:9]=[CH:5]2,1,0
Br[C:5]1=[C:4]([CH:1]([CH3:2])[CH3:3])[CH:6]=[C:8]([CH:11]([CH3:14])[CH3:15])[CH:10]=[C:7]1[CH:9]([CH3:12])[CH3:13],1,0
Cl[C:1]1=[C:2]([F:4])[CH:5]=[CH:7][CH:6]=[CH:3]1,1,0
Cl[C:9]1=[N:13][CH:10]=[CH:6][C:3]([NH:1][CH2:2][C:4]2=[CH:7][CH:11]=[CH:14][CH:12]=[CH:8]2)=[N:5]1,1,0
Br[C:10]1=[C:9]([Br:8])[CH:11]=[CH:13][CH:14]=[N:12]1,1,0
Cl[C:7]1=[CH:5][CH:3]=[C:2]([Cl:1])[CH:4]=[CH:6]1,1,0
Cl[C:10]1=[N:5][C:2]([NH:1][C:3]2=[CH:6][C:11]([NH2:16])=[CH:17][CH:12]=[CH:7]2)=[C:4]([N:8](=[O:13])=[O:14])[CH:9]=[CH:15]1,1,0
I[C:6]1=[CH:4][C:2]([Cl:1])=[CH:3][C:5]([Cl:7])=[CH:8]1,1,0
Br[C:1]1=[N:3][CH:5]=[CH:6][N:4]=[CH:2]1,1,0
Br[C:1]1=[CH:3][N:5]=[C:6]([CH3:7])[CH:4]=[CH:2]1,1,0
Br[C:1]1=[CH:3][CH:5]=[CH:6][C:4]([CH:7]2[O:8][CH2:10][CH2:11][O:9]2)=[CH:2]1,1,0
Cl[C:10]1=[N:5][C:2]([NH:1][C:3]2=[CH:6][CH:11]=[C:16]([C:17]3=[CH:18][S:20][C:21]([CH3:22])=[N:19]3)[CH:12]=[CH:7]2)=[C:4]([N:8](=[O:13])=[O:14])[CH:9]=[CH:15]1,1,0
Cl[C:7]1=[N:6][CH:4]=[C:2]([Br:1])[CH:3]=[N:5]1,1,0
Cl[C:10]1=[N:5][C:2]([NH:1][C:3]2=[CH:6][C:11]([F:16])=[C:17]([N:18]3[CH2:19][CH2:21][CH:23]([NH:24][C:25]([O:26][C:28]([CH3:29])([CH3:30])[CH3:31])=[O:27])[CH2:22][CH2:20]3)[CH:12]=[CH:7]2)=[C:4]([N:8](=[O:13])=[O:14])[CH:9]=[CH:15]1,1,0
Br[C:9]1=[CH:11]\[CH:13]=[C:14]2[C:12](=[CH:10]/1)/[CH:15]=[CH:17][S:16]/2,1,0
Br[C:12]1=[CH:16][C:13]([F:17])=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:8][CH:14]=[C:15]([CH3:18])[S:9]2)=[CH:6]1,1,0
Cl[C:10]1=[N:5][C:2]([NH:1][C:3]2=[CH:6][C:11]([F:16])=[C:17]([N:18]3[CH:19]([CH3:21])[CH2:22][CH2:24][CH2:23][CH2:20]3)[CH:12]=[CH:7]2)=[C:4]([N:8](=[O:13])=[O:14])[CH:9]=[CH:15]1,1,0
Br[C:12]1=[CH:16][C:13]([Cl:17])=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:8][N:14]=[C:15]([CH3:18])[O:9]2)=[CH:6]1,1,0
Br/[C:1]1=[C:2]2[C:4](=[C:8](/[C:13]3=[CH:17][C:22]4=[C:26]([CH:23]=[CH:18]3)[CH:29]=[CH:31][CH:30]=[CH:27]4)[C:6]3=[CH:11][CH:16]=[CH:12][CH:7]=[C:3]13)/[CH:9]=[C:14]1[C:10](=[CH:5]/2)\[C:15]2=[CH:21][CH:25]=[CH:28][CH:24]=[C:20]2[S:19]\1,1,0
F[C:12]1=[C:11]([CH:9]=[O:10])[CH:13]=[CH:15][CH:16]=[CH:14]1,1,0
Cl[C:20]1=[N:17][C:14]([NH:11][C:7]2=[CH:4][C:2]([F:1])=[C:3]([N:6]3[CH2:9][CH2:12][CH2:15][CH2:13][CH2:10]3)[CH:5]=[CH:8]2)=[C:16]([N:18](=[O:21])=[O:22])[CH:19]=[CH:23]1,1,0
Cl[C:11]1=[N:8][C:5]([NH:7][C:10]2=[CH:12][CH:14]=[C:16]([CH3:17])[CH:15]=[CH:13]2)=[C:4]([N:1](=[O:2])=[O:3])[CH:6]=[CH:9]1,1,0
Br/[C:1]1=[C:3]2[C:6](=[C:8](/[C:13]3=[C:17]4[C:20](=[C:22]([C:27]5=[CH:30][C:32]6=[C:34]([CH:33]=[CH:31]5)[CH:36]=[CH:38][CH:37]=[CH:35]6)[C:18]5=[C:16]3[CH:19]=[CH:24][CH:28]=[CH:23]5)[CH:25]=[CH:29][CH:26]=[CH:21]4)[C:4]3=[C:2]1[CH:5]=[CH:10][CH:14]=[CH:9]3)/[CH:11]=[CH:15][CH:12]=[CH:7]/2,1,0
Cl[C:1]1=[C:2]([CH3:4])[CH:5]=[C:8]([CH3:9])[CH:7]=[C:3]1[CH3:6],1,0
Cl[C:22]1=[CH:20][CH:18]=[C:17]([N:14]([CH3:15])[CH3:16])[CH:19]=[CH:21]1,1,0
