smiles,c_index,x_index
Br[C:1]1=[N:3][C:5]([C:8]2=[CH:11][CH:15]=[CH:18][CH:16]=[CH:12]2)=[CH:6][C:4]([C:7]2=[CH:9][CH:13]=[CH:17][CH:14]=[CH:10]2)=[CH:2]1,1,0
I[C:1]1=[C:2]([NH2:4])[CH:5]=[CH:7][C:6]([CH3:8])=[CH:3]1,1,0
Br[C:1]1=[N:2][C:4]2=[C:6]([CH:5]=[CH:3]1)[CH:8]=[CH:10][CH:9]=[CH:7]2,1,0
I[C:11]1=[CH:9][CH:7]=[C:6]([CH:4]=[O:5])[CH:8]=[CH:10]1,1,0
Br[C:1]1=[CH:3][CH:5]=[C:4]([C:6]2=[CH:8][CH:10]=[C:9](Br)[S:7]2)[S:2]1,1,0
Br[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([CH3:6])=[N:2]1,1,0
Br[C:11]1=[CH:13][CH:15]=[C:12]([O:14][CH3:16])[CH:10]=[C:9]1[CH:7]=[O:8],1,0
I[C:7]1=[C:6]([C:4]#[N:5])[CH:8]=[CH:10][CH:11]=[CH:9]1,1,0
Cl[C:4]1=[C:3]([C:1]#[N:2])[CH:5]=[CH:7][CH:8]=[CH:6]1,1,0
Cl[C:9]1=[N:10][C:12]2=[C:14]([CH:13]=[CH:11]1)[CH:16]=[CH:18][CH:17]=[CH:15]2,1,0
I[C:3]1=[C:2]([CH3:1])[CH:4]=[C:6]([CH3:8])[CH:7]=[CH:5]1,1,0
Br/[C:1]1=[C:3]2[C:6](=[C:8](/[C:13]3=[CH:16][C:18]4=[C:20]([CH:19]=[CH:17]3)[CH:22]=[CH:24][CH:23]=[CH:21]4)[C:4]3=[C:2]1[CH:5]=[CH:10][CH:14]=[CH:9]3)/[CH:11]=[CH:15][CH:12]=[CH:7]/2,1,0
Br[C:1]1=[CH:2][C:4]2=[C:6]([CH:5]=[CH:3]1)[N:8]=[CH:10][CH:9]=[CH:7]2,1,0
Cl[C:1]1=[C:2]2[C:4](=[N:8][C:6]([Cl:10])=[N:3]1)/[CH:7]=[C:11]1[C:9](=[CH:5]/2)\[O:12][CH2:14][O:13]\1,1,0
Br[C:25]1=[CH:29][C:26]([Cl:30])=[CH:20][C:16]([CH:14]([CH2:15][C:18]([OH:23])=[O:24])[C:17]2=[N:21][CH:27]=[C:28]([CH3:31])[S:22]2)=[CH:19]1,1,0
I[C:8]1=[C:10]([NH2:11])[CH:9]=[CH:7][C:5]([C:1]([F:2])([F:3])[F:4])=[CH:6]1,1,0
Br[C:26]1=[CH:27][CH:29]=[C:31]([C:32]2=[CH:34][CH:36]=[CH:38][C:35]([C:37]3=[N:40][C:42]([C:45]4=[CH:48][CH:52]=[CH:55][CH:53]=[CH:49]4)=[N:43][C:41]([C:44]4=[CH:46][CH:50]=[CH:54][CH:51]=[CH:47]4)=[N:39]3)=[CH:33]2)[CH:30]=[CH:28]1,1,0
Br[C:29]1=[CH:31][CH:33]=[CH:35][C:32]([C:34]2=[CH:37][CH:39]=[CH:41][C:38]([C:40]3=[N:43][C:45]([C:48]4=[CH:51][CH:55]=[CH:58][CH:56]=[CH:52]4)=[N:46][C:44]([C:47]4=[CH:49][CH:53]=[CH:57][CH:54]=[CH:50]4)=[N:42]3)=[CH:36]2)=[CH:30]1,1,0
Br[C:23]1=[CH:25][C:27]2=[C:26]([S:24]1)[C:28]1=[C:30]([S:29]2)[CH:32]=[C:33](Br)[S:31]1,1,0
Br[C:17]1=[N:16][CH:14]=[C:12]([CH3:11])[CH:13]=[CH:15]1,1,0
Cl[C:11]1=[N:13][C:10](=[O:12])[C:7]2=[C:5]([N:4]([CH:1]([CH3:2])[CH3:3])[N:6]=[CH:9]2)[NH:8]1,1,0
Br[C:4]1=[CH:5][CH:7]=[C:9]([N:10]2[C:11]3=[CH:14][CH:18]=[CH:21][CH:17]=[C:13]3[C:15]3=[CH:19][CH:22]=[CH:20][CH:16]=[C:12]23)[CH:8]=[CH:6]1,1,0
Cl[C:15]1=[C:14]([N:11](=[O:12])=[O:13])[CH:16]=[CH:18][CH:19]=[CH:17]1,1,0
Br[C:32]1=[N:31][CH:29]=[C:27]([Br:26])[CH:28]=[CH:30]1,1,0
Br[C:1]1=[C:3]([CH3:6])[CH:7]=[CH:8][C:4]2=[C:2]1[CH:5]=[CH:10][CH:11]=[CH:9]2,1,0
Cl[C:7]1=[N:4][C:2](=[O:1])[C:3]2=[C:5]([N:8]([CH:11]3[CH2:12][CH2:14][CH2:16][CH2:15][CH2:13]3)[N:10]=[CH:6]2)[NH:9]1,1,0
Cl[C:12]1=[N:14][C:11](=[O:13])[C:8]2=[C:6]([N:3]([CH2:1][CH:2]([CH3:4])[CH3:5])[N:7]=[CH:10]2)[NH:9]1,1,0
Br[C:14]1=[C:15]([OH:17])[CH:18]=[CH:20][CH:19]=[CH:16]1,1,0
Cl[C:10]1=[CH:8][CH:6]=[C:4]([C:1]([O:2][CH3:5])=[O:3])[CH:7]=[CH:9]1,1,0
Br[C:1]1=[C:2]2[N:4]3[C:7](=[C:9]([CH3:14])[C:5]2=[CH:10][C:6]([C:11]#[N:15])=[CH:3]1)[C:12](=[O:16])[NH:17][CH2:18][CH2:13][CH2:8]3,1,0
Br[C:25]1=[CH:29][C:26]([F:30])=[CH:20][C:16]([CH:14]([CH2:15][C:18]([OH:23])=[O:24])[C:17]2=[N:21][CH:27]=[CH:28][O:22]2)=[CH:19]1,1,0
Br[C:1]1=[CH:2][C:4]([OH:6])=[CH:7][CH:5]=[CH:3]1,1,0
Br[C:5]1=[C:4]([C:1]([CH3:2])=[O:3])[CH:6]=[CH:8][CH:9]=[CH:7]1,1,0
Br[C:18]1=[CH:20][S:23][C:21]2=[CH:24][CH:26]=[CH:25][CH:22]=[C:19]12,1,0
Br[C:16]1=[CH:13][C:11]([F:10])=[C:12]([F:14])[CH:15]=[CH:17]1,1,0
Cl[C:9]1=[N:11][CH:13]=[CH:14][N:12]=[CH:10]1,1,0
Br[C:23]1=[CH:24][C:26]2=[C:27]([S:25]1)[CH:29]=[C:30](Br)[S:28]2,1,0
I[C:11]1=[CH:9][CH:7]=[C:4]([NH:2][C:3]([CH3:5])=[O:6])[CH:8]=[CH:10]1,1,0
Br[C:13]1=[CH:14][C:16](Br)=[CH:18][CH:17]=[CH:15]1,1,0
Br[C:20]1=[CH:22][CH:24]=[C:26]2[C:23](=[CH:21]1)[C:25]1=[CH:28][CH:31]=[CH:32][CH:30]=[C:27]1[NH:29]2,1,0
Br[C:28]1=[CH:25][CH:21]=[C:18]([N:15]([C:11]2=[CH:14][CH:10]=[C:6]3[C:4](=[CH:7]2)[C:2]([CH3:1])([CH3:3])[C:5]2=[CH:9][CH:13]=[CH:16][CH:12]=[C:8]23)[C:17]2=[CH:19][CH:23]=[C:27]([C:29]3=[CH:30][CH:32]=[CH:34][CH:33]=[CH:31]3)[CH:24]=[CH:20]2)[CH:22]=[CH:26]1,1,0
I[C:9]1=[CH:7][CH:5]=[C:3]([O:1][CH2:2][CH3:4])[CH:6]=[CH:8]1,1,0
Cl[C:8]1=[N:10][CH:9]=[CH:7][C:5]([C:1]([F:2])([F:3])[F:4])=[N:6]1,1,0
I[C:11]1=[CH:8][C:6]([Cl:5])=[C:7]([Cl:9])[CH:10]=[CH:12]1,1,0
Br/[C:1]1=[C:3]2[C:6](=[C:8](/[C:13]3=[CH:17][CH:20]=[CH:21][C:18]4=[C:16]3[CH:19]=[CH:23][CH:24]=[CH:22]4)[C:4]3=[C:2]1[CH:5]=[CH:10][CH:14]=[CH:9]3)/[CH:11]=[CH:15][CH:12]=[CH:7]/2,1,0
O=[CH:1][C:2]1=[C:3](Br)[CH:5]=[CH:7][C:6]([F:8])=[CH:4]1,3,4
Br[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([C:6]2=[CH:8][C:10]3=[C:13]4[C:15](=[C:17]5[C:14](=[C:12]3[CH:11]=[CH:9]2)[CH:18]=[CH:22][CH:24]=[CH:21]5)[CH:19]=[CH:23][CH:20]=[CH:16]4)=[CH:2]1,1,0
Br[C:42]1=[CH:43][CH:45]=[C:47]([C:48]2=[C:49]3[C:51](=[CH:55][CH:53]=[CH:50]2)[C:54]2=[CH:57][CH:59]=[CH:60][CH:58]=[C:56]2[O:52]3)[CH:46]=[CH:44]1,1,0
Br[C:12]1=[CH:16][CH:13]=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:8][N:14]=[C:15]([CH3:17])[O:9]2)=[CH:6]1,1,0
Cl[C:7]1=[N:4][C:2](=[O:1])[C:3]2=[C:5]([N:8]([CH:11]3[CH2:12][CH2:14][CH2:15][CH2:13]3)[N:10]=[CH:6]2)[NH:9]1,1,0
Br[C:8]1=[CH:6][CH:4]=[C:3]([CH2:1][CH3:2])[CH:5]=[CH:7]1,1,0
Br[C:25]1=[CH:19][C:16]([CH:14]([CH2:15][C:18]([OH:23])=[O:24])[C:17]2=[N:21][N:27]=[C:28]([CH3:30])[O:22]2)=[CH:20][N:26]=[CH:29]1,1,0
I[C:1]1=[C:2]([NH2:4])[CH:5]=[CH:7][C:6]([Cl:8])=[CH:3]1,1,0
Br[C:14]1=[C:12]([C:10]#[C:11][C:13]2=[CH:16][CH:20]=[CH:23][CH:21]=[CH:17]2)[CH:15]=[CH:19][CH:22]=[CH:18]1,1,0
Br[C:43]1=[C:40]([CH2:38][CH2:39][CH2:41][CH2:44][CH2:47][CH3:48])[CH:42]=[C:45](Br)[S:46]1,1,0
Br[C:38]1=[C:39]2[C:41](=[C:43](Br)[S:40]1)[O:44][CH2:46][CH2:45][O:42]2,1,0
O=[CH:1][C:2]1=[C:3](Br)[CH:5]=[C:7]([CH3:8])[CH:6]=[CH:4]1,3,4
Br[C:1]1=[CH:3]\[CH:5]=[C:6]2[C:4](=[CH:2]/1)/[CH:7]=[CH:9][NH:8]/2,1,0
Cl[C:21]1=[CH:22][CH:24]=[C:26]([C:27]2=[N:29][C:31]([C:34]3=[CH:37][CH:41]=[CH:44][CH:42]=[CH:38]3)=[N:32][C:30]([C:33]3=[CH:35][CH:39]=[CH:43][CH:40]=[CH:36]3)=[CH:28]2)[CH:25]=[CH:23]1,1,0
O=[CH:11][C:8]1=[CH:5][C:3]([O:1][CH3:2])=[C:4]([O:6][CH3:9])[CH:7]=[C:10]1Br,11,12
Cl[C:17]1=[N:16][CH:14]=[C:12]([C:8]([F:9])([F:10])[F:11])[CH:13]=[CH:15]1,1,0
Cl[C:1]1=[N:3][C:5]2=[C:6]([C:4]([C:7]3=[CH:10][CH:14]=[C:16]([C:17]4=[CH:18][CH:20]=[CH:22][CH:21]=[CH:19]4)[CH:15]=[CH:11]3)=[N:2]1)[CH:9]=[CH:13][CH:12]=[CH:8]2,1,0
Br[C:18]1=[N:19][CH:21]=[CH:22][S:20]1,1,0
Br[C:43]1=[C:40]([CH2:38][CH2:39][CH2:41][CH2:44][CH2:47][CH2:48][CH2:49][CH2:50][CH2:51][CH2:52][CH2:53][CH3:54])[CH:42]=[C:45](Br)[S:46]1,1,0
I[C:19]1=[CH:21][CH:23]=[N:25][C:22]([Cl:24])=[CH:20]1,1,0
Br[C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][C:6]([CH3:8])=[CH:3]1,1,0
I[C:1]1=[C:2]([NH2:4])[CH:5]=[CH:7][C:6]([F:8])=[CH:3]1,1,0
Br[C:45]1=[CH:46][CH:48]=[C:50]([N:51]2[C:52]([C:55]3=[CH:58][CH:62]=[CH:66][CH:63]=[CH:59]3)=[N:54][N:56]=[C:53]2[C:57]2=[CH:60][CH:64]=[CH:67][CH:65]=[CH:61]2)[CH:49]=[CH:47]1,1,0
O=[CH:1][C:2]1=[C:4](Br)[CH:6]=[C:7]2[C:5](=[CH:3]1)[O:8][CH2:10][O:9]2,3,4
Br[C:28]1=[CH:30][CH:32]=[CH:34][C:31]([C:33]2=[CH:35][C:37]([C:40]3=[CH:42][CH:46]=[CH:50][CH:47]=[CH:43]3)=[CH:39][C:38]([C:41]3=[CH:44][CH:48]=[CH:51][CH:49]=[CH:45]3)=[N:36]2)=[CH:29]1,1,0
I[C:34]1=[CH:36][CH:38]=[C:39]2[C:37](=[CH:35]1)[O:40][CH2:42][CH2:43][O:41]2,1,0
Br[C:14]1=[C:13]([C:9]([F:10])([F:11])[F:12])[CH:15]=[CH:17][CH:18]=[CH:16]1,1,0
Cl[C:1]1=[CH:2][CH:4]=[C:6]([NH2:7])[CH:5]=[CH:3]1,1,0
O=[CH:1][C:2]1=[C:3](Br)[CH:5]=[CH:7][C:6]([Cl:8])=[CH:4]1,3,4
Br[C:8]1=[C:9]([C:11]2=[CH:14][CH:17]=[CH:19][CH:18]=[CH:15]2)[CH:12]=[CH:16][CH:13]=[CH:10]1,1,0
I[C:17]1=[CH:15][CH:13]=[C:12]([C:9]([OH:10])=[O:11])[CH:14]=[CH:16]1,1,0
F[C:10]1=[C:6]([F:9])[C:3]([F:5])=[C:2]([F:1])[C:4]([F:7])=[C:8]1[F:11],1,0
Br[C:10]1=[CH:8][CH:6]=[C:4]([C:1]([CH2:2][CH3:5])=[O:3])[CH:7]=[CH:9]1,1,0
Br[C:18]1=[CH:13][CH:6]=[C:2]([N:1]([C:3]2=[CH:7][CH:14]=[CH:21][CH:15]=[CH:8]2)[C:4]2=[CH:9][CH:16]=[CH:22][CH:17]=[CH:10]2)[C:5]2=[C:11]1[CH:19]=[CH:23][CH:20]=[CH:12]2,1,0
Br[C:19]1=[C:13]2[C:6](=[C:2]([N:1]([C:3]3=[CH:7][CH:15]=[CH:24][CH:16]=[CH:8]3)[C:4]3=[CH:9][CH:17]=[CH:25][CH:18]=[CH:10]3)[C:5]3=[C:11]1[CH:20]=[CH:26][CH:21]=[CH:12]3)[CH:14]=[CH:23][CH:27]=[CH:22]2,1,0
F[C:20]1=[C:16]([F:19])[C:11]([F:15])=[C:6]([C:3]2=[C:2]([F:1])[C:4]([F:7])=[C:8]([F:13])[C:10]([F:14])=[C:5]2[F:9])[C:12]([F:17])=[C:18]1[F:21],1,0
Br[C:27]1=[CH:29][CH:28]=[C:24]2[C:18]3=[C:11]4[C:5](=[C:2]([N:1]([C:3]5=[CH:7][CH:14]=[CH:21][CH:15]=[CH:8]5)[C:4]5=[CH:9][CH:16]=[CH:22][CH:17]=[CH:10]5)[CH:6]=[CH:13]/[C:19]4=[CH:25]/[CH:26]=[C:23]\31)[CH:12]=[CH:20]2,1,0
I[C:27]1=[CH:29]\[CH:31]=[C:32]2[C:30](=[CH:28]/1)/[O:33][CH2:35][O:34]/2,1,0
Br[C:13]1=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:9][N:15]=[C:14]([CH3:18])[O:8]2)=[CH:6][C:12]([C:16]([F:19])([F:20])[F:21])=[CH:17]1,1,0
I[C:24]1=[CH:22][C:20]([C:16]([F:17])([F:18])[F:19])=[CH:21][C:23]([C:25]([F:27])([F:28])[F:29])=[CH:26]1,1,0
I[C:16]1=[C:17]([CH3:19])[CH:20]=[CH:23][CH:22]=[C:18]1[CH3:21],1,0
Cl[C:21]1=[CH:22][CH:24]=[C:26]([C:27]2=[N:29][C:31]([C:34]3=[CH:37][CH:41]=[CH:44][CH:42]=[CH:38]3)=[CH:32][C:30]([C:33]3=[CH:35][CH:39]=[CH:43][CH:40]=[CH:36]3)=[N:28]2)[CH:25]=[CH:23]1,1,0
Br[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([C:6]2=[C:8]3[C:10](=[CH:14][CH:12]=[CH:9]2)[C:13]2=[CH:16][CH:18]=[CH:19][CH:17]=[C:15]2[S:11]3)=[CH:2]1,1,0
I[C:10]1=[CH:7][C:4]([O:6][CH3:9])=[C:3]([O:1][CH3:2])[CH:5]=[CH:8]1,1,0
I[C:1]1=[N:3][CH:5]=[CH:6][N:4]=[CH:2]1,1,0
I[C:1]1=[C:2]([C:4]2=[CH:7][CH:10]=[CH:12][CH:11]=[CH:8]2)[CH:5]=[CH:9][CH:6]=[CH:3]1,1,0
Cl[C:13]1=[CH:9][CH:5]=[C:3]([C:1](=[O:2])[C:4]2=[CH:7][CH:11]=[CH:14][CH:12]=[CH:8]2)[CH:6]=[CH:10]1,1,0
Cl[C:12]1=[CH:6][C:2]([N:1]([C:3]2=[CH:7][CH:13]=[CH:19][CH:14]=[CH:8]2)[C:4]2=[CH:9][CH:15]=[CH:20][CH:16]=[CH:10]2)=[CH:5][C:11]([N:17]([C:21]2=[CH:23][CH:27]=[CH:31][CH:28]=[CH:24]2)[C:22]2=[CH:25][CH:29]=[CH:32][CH:30]=[CH:26]2)=[CH:18]1,1,0
I[C:30]1=[CH:28][CH:26]=[C:22]([O:20][C:21]([F:23])([F:24])[F:25])[CH:27]=[CH:29]1,1,0
Br[C:27]1=[CH:31][C:28]([F:32])=[CH:22][C:18]([CH:16]([CH2:17][C:20]([OH:25])=[O:26])[C:19]2=[N:23][N:29]=[C:30]([CH3:33])[O:24]2)=[CH:21]1,1,0
I[C:4]1=[C:3]([CH2:1][CH3:2])[CH:5]=[CH:7][CH:8]=[CH:6]1,1,0
Br[C:1]1=[CH:2][CH:4]=[C:6]([C:7]2=[N:9][C:11]([C:14]3=[CH:17][CH:21]=[CH:24][CH:22]=[CH:18]3)=[N:12][C:10]([C:13]3=[CH:15][CH:19]=[CH:23][CH:20]=[CH:16]3)=[CH:8]2)[CH:5]=[CH:3]1,1,0
Cl[C:7]1=[CH:9][CH:8]=[CH:6][C:4]([N:1](=[O:2])=[O:3])=[CH:5]1,1,0
Br[C:15]1=[CH:13][CH:9]=[C:5]2[C:2]([CH3:1])([CH3:3])[C:4]3=[CH:7][CH:11]=[CH:14][CH:10]=[C:6]3[C:8]2=[CH:12]1,1,0
Br[C:59]1=[CH:61][CH:63]=[CH:65][C:62]([C:64]2=[N:67][C:69]([C:72]3=[CH:75][CH:79]=[CH:82][CH:80]=[CH:76]3)=[CH:70][C:68]([C:71]3=[CH:73][CH:77]=[CH:81][CH:78]=[CH:74]3)=[N:66]2)=[CH:60]1,1,0
Cl[C:46]1=[CH:47][CH:49]=[C:51](/[C:52]2=[C:54]3[C:57](=[C:59](/[C:64]4=[CH:68][CH:71]=[CH:72][C:69]5=[C:67]4[CH:70]=[CH:74][CH:75]=[CH:73]5)[C:55]4=[C:53]2[CH:56]=[CH:61][CH:65]=[CH:60]4)/[CH:62]=[CH:66][CH:63]=[CH:58]/3)[CH:50]=[CH:48]1,1,0
I[C:8]1=[CH:6][CH:4]=[C:3]([CH2:1][OH:2])[CH:5]=[CH:7]1,1,0
Br[C:1]1=[CH:3]\[CH:5]=[C:6]2[C:4](=[CH:2]/1)/[C:7]1=[CH:10][CH:13]=[CH:16][CH:12]=[C:9]1[N:8]/2[C:11]1=[N:15][C:18]([C:21]2=[CH:24][CH:28]=[CH:31][CH:29]=[CH:25]2)=[N:19][C:17]([C:20]2=[CH:22][CH:26]=[CH:30][CH:27]=[CH:23]2)=[N:14]1,1,0
Cl[C:78]1=[CH:76][CH:74]=[C:71]([C:64]2=[C:58]3[C:51](=[C:47]([N:46]([C:48]4=[CH:52][CH:60]=[CH:69][CH:61]=[CH:53]4)[C:49]4=[CH:54][CH:62]=[CH:70][CH:63]=[CH:55]4)[C:50]4=[C:56]2[CH:65]=[CH:72][CH:66]=[CH:57]4)[CH:59]=[CH:68][CH:73]=[CH:67]3)[CH:75]=[CH:77]1,1,0
Cl[C:74]1=[CH:72][CH:70]=[C:68]([C:63]2=[CH:58][CH:51]=[C:47]([N:46]([C:48]3=[CH:52][CH:59]=[CH:66][CH:60]=[CH:53]3)[C:49]3=[CH:54][CH:61]=[CH:67][CH:62]=[CH:55]3)[C:50]3=[C:56]2[CH:64]=[CH:69][CH:65]=[CH:57]3)[CH:71]=[CH:73]1,1,0
Br[C:3]1=[C:4]([NH2:6])[CH:7]=[CH:9][C:8]([Cl:10])=[CH:5]1,1,0
F[C:140]1=[C:132]([F:139])[C:127]([F:131])=[C:125]([S:124][C:126]2=[C:129]([F:135])[C:136]([F:142])=[C:143](F)[C:138]([F:144])=[C:130]2[F:137])[C:128]([F:133])=[C:134]1[F:141],1,0
F[C:137]1=[C:132]([F:136])[C:128]([F:131])=[C:126]([S:124][CH2:125][CH2:127][S:130][C:135]2=[C:139]([F:141])[C:142]([F:145])=[C:146](F)[C:144]([F:147])=[C:140]2[F:143])[C:129]([F:133])=[C:134]1[F:138],1,0
Cl[C:46]1=[CH:47][CH:49]=[C:51](/[C:52]2=[C:54]3[C:57](=[C:59](/[C:64]4=[CH:67][C:69]5=[C:71]([CH:70]=[CH:68]4)[CH:73]=[CH:75][CH:74]=[CH:72]5)[C:55]4=[C:53]2[CH:56]=[CH:61][CH:65]=[CH:60]4)/[CH:62]=[CH:66][CH:63]=[CH:58]/3)[CH:50]=[CH:48]1,1,0
Cl[C:74]1=[CH:72][CH:70]=[C:69]([C:66]2=[CH:59][CH:52]=[C:48]([N:46]([C:47]3=[CH:51][CH:58]=[CH:63][C:56]4=[C:50]3[CH:57]=[CH:65][CH:68]=[CH:64]4)[C:49]3=[CH:54][CH:61]=[CH:67][CH:62]=[CH:55]3)[CH:53]=[CH:60]2)[CH:71]=[CH:73]1,1,0
Cl[C:46]1=[CH:47][CH:49]=[C:51]([C:52]2=[C:53]3[C:55](=[C:58]4[C:57](=[CH:54]/2)\[CH:61]=[CH:64][CH:65]=[CH:62]\4)/[CH:59]=[CH:63][CH:60]=[CH:56]/3)[CH:50]=[CH:48]1,1,0
Cl[C:80]1=[CH:78][CH:76]=[C:75]([C:71]2=[CH:74][CH:73]=[C:69]3[C:63]4=[C:56]5[C:50](=[C:47]([N:46]([C:48]6=[CH:52][CH:59]=[CH:66][CH:60]=[CH:53]6)[C:49]6=[CH:54][CH:61]=[CH:67][CH:62]=[CH:55]6)[CH:51]=[CH:58]/[C:64]5=[CH:70]/[CH:72]=[C:68]\42)[CH:57]=[CH:65]3)[CH:77]=[CH:79]1,1,0
Br[C:1]1=[CH:3][O:5][CH:4]=[CH:2]1,1,0
Br[C:26]1=[CH:28][CH:30]=[C:32]2[C:29](=[CH:27]1)[N:31]([C:34]1=[CH:37][CH:41]=[CH:44][CH:42]=[CH:38]1)[C:33]1=[CH:36][CH:40]=[CH:43][CH:39]=[C:35]21,1,0
Br[C:30]1=[CH:31][CH:33]=[C:35]([C:36]2=[N:38][C:40]([C:43]3=[CH:46][CH:50]=[CH:53][CH:51]=[CH:47]3)=[CH:41][C:39]([C:42]3=[CH:44][CH:48]=[CH:52][CH:49]=[CH:45]3)=[N:37]2)[CH:34]=[CH:32]1,1,0
Br[C:17]1=[N:15][C:14]([O:12][CH3:13])=[CH:16][CH:18]=[CH:19]1,1,0
O=[CH:10][C:11]1=[C:12](Cl)[CH:14]=[CH:16][CH:15]=[CH:13]1,3,4
Cl[C:46]1=[CH:47][C:49]([N:51]2[C:54]3=[CH:59][CH:67]=[CH:74][CH:66]=[C:58]3[C:60]3=[CH:68][CH:75]=[CH:69][CH:61]=[C:55]23)=[CH:52][C:50]([N:53]2[C:56]3=[CH:63][CH:71]=[CH:76][CH:70]=[C:62]3[C:64]3=[CH:72][CH:77]=[CH:73][CH:65]=[C:57]23)=[CH:48]1,1,0
Cl[C:11]1=[CH:9][CH:6]=[C:4]([C:1]([O:2][CH2:5][CH3:8])=[O:3])[CH:7]=[CH:10]1,1,0
Br[C:8]1=[CH:6][CH:4]=[C:3]([CH:1]=[CH2:2])[CH:5]=[CH:7]1,1,0
I[C:13]1=[CH:15][CH:14]=[CH:11][C:8]([C:5]([O:6][CH2:9][CH3:12])=[O:7])=[CH:10]1,1,0
Br[C:21]1=[CH:19][C:18]([C:16]#[N:17])=[CH:20][N:22]=[CH:23]1,1,0
Cl[C:46]1=[CH:47][C:49]([C:52]2=[CH:55][CH:59]=[N:62][CH:58]=[CH:54]2)=[CH:51][C:50]([C:53]2=[CH:57][CH:61]=[N:63][CH:60]=[CH:56]2)=[CH:48]1,1,0
I[C:1]1=[C:2]([CH3:4])[CH:5]=[C:8]([CH3:9])[CH:7]=[C:3]1[CH3:6],1,0
Br[C:11]1=[CH:12][C:14]2=[CH:16][CH:18]=[CH:19][CH:17]=[C:15]2[S:13]1,1,0
Cl[C:8]1=[N:9][C:11]2=[CH:13][CH:15]=[CH:16][CH:14]=[C:12]2[O:10]1,1,0
Cl[C:1]1=[CH:3]\[CH:5]=[C:6]2[C:4](=[CH:2]/1)/[O:7][CH2:9][O:8]/2,1,0
Cl[C:31]1=[C:30]([C:28]#[N:29])[CH:32]=[CH:34][CH:35]=[N:33]1,1,0
I[C:11]1=[CH:7][C:4]([O:6][CH3:10])=[C:3]([O:1][CH3:2])[C:5]([O:8][CH3:12])=[CH:9]1,1,0
Br[C:28]1=[CH:29][CH:31]=[C:33]([C:34]2=[N:36][C:39]3=[CH:43][CH:47]=[CH:44][CH:40]=[C:37]3[N:35]2[C:38]2=[CH:41][CH:45]=[CH:48][CH:46]=[CH:42]2)[CH:32]=[CH:30]1,1,0
Cl[C:11]1=[CH:9][CH:7]=[C:6]([S:4][CH3:5])[CH:8]=[CH:10]1,1,0
Br[C:50]1=[CH:42][CH:34]=[C:30]([Si:29]([C:31]2=[CH:36][CH:44]=[CH:51][CH:45]=[CH:37]2)([C:32]2=[CH:38][CH:46]=[CH:52][CH:47]=[CH:39]2)[C:33]2=[CH:40][CH:48]=[CH:53][CH:49]=[CH:41]2)[CH:35]=[CH:43]1,1,0
Br[C:12]1=[CH:16][CH:13]=[CH:7][C:3]([CH:1]([CH2:2][C:5]([OH:10])=[O:11])[C:4]2=[N:8][CH:14]=[CH:15][S:9]2)=[CH:6]1,1,0
I[C:4]1=[C:3]([CH2:1][OH:2])[CH:5]=[CH:7][CH:8]=[CH:6]1,1,0
Cl[C:15]1=[N:17][C:19]([Cl:22])=[N:21][C:18]([NH2:20])=[CH:16]1,1,0
F[C:5]1=[C:4]([N:1](=[O:2])=[O:3])[CH:6]=[CH:8][CH:9]=[CH:7]1,1,0
Br[C:36]1=[C:35]([CH:33]=[O:34])[CH:37]=[CH:39][CH:40]=[N:38]1,1,0
I[C:1]1=[CH:2][C:4]([OH:6])=[CH:7][CH:5]=[CH:3]1,1,0
Br[C:33]1=[CH:35][CH:37]=[CH:39][C:36]([N:38]2[C:40]3=[CH:43][CH:47]=[CH:50][CH:46]=[C:42]3[C:44]3=[CH:48][CH:51]=[CH:49][CH:45]=[C:41]23)=[CH:34]1,1,0
Cl[C:7]1=[CH:9][CH:8]=[CH:6][C:4]([N:1]([CH3:2])[CH3:3])=[CH:5]1,1,0
Cl[C:1]1=[N:2][C:4]([Cl:6])=[N:7][CH:5]=[CH:3]1,1,0
Br/[C:1]1=[C:3]2[C:6](=[C:8](/[C:13]3=[CH:17][C:21]4=[C:24]([CH:22]=[CH:18]3)[CH:26]=[CH:28][CH:27]=[CH:25]4)[C:4]3=[C:9]4[C:14](=[CH:10][CH:5]=[C:2]13)[CH:19]=[CH:23][CH:20]=[CH:15]4)/[CH:11]=[CH:16][CH:12]=[CH:7]/2,1,0
I[C:27]1=[CH:29]\[CH:31]=[C:32]2[C:30](=[CH:28]/1)/[CH:33]=[CH:35][NH:34]/2,1,0
Br[C:12]1=[C:11]([CH:8]([CH3:9])[CH3:10])[CH:13]=[CH:15][CH:16]=[CH:14]1,1,0
Cl[C:1]1=[N:3][C:6]([C:10]2=[CH:12][CH:14]=[CH:16][CH:15]=[CH:13]2)=[N:7][C:4]2=[C:2]1[CH:5]=[CH:9][CH:11]=[CH:8]2,1,0
I[C:33]1=[CH:35][CH:34]=[CH:32][C:30]([C:27]([CH3:28])=[O:29])=[CH:31]1,1,0
