SMILES,constant,position,c_index,x_index,global_number_of_atoms,global_charge,global_multiplicity,global_dipole,global_molar_mass,global_molar_volume,global_electronic_spatial_extent,global_E_scf,global_zero_point_correction,global_E_thermal_correction,global_H_thermal_correction,global_G_thermal_correction,global_E_zpe,global_E,global_H,global_G,global_stoichiometry,global_converged,global_homo_energy,global_lumo_energy,global_electronegativity,global_hardness,global_ES_root_dipole,global_ES_root_molar_volume,global_ES_root_electronic_spatial_extent,local_X,local_Y,local_Z,local_VBur,local_Mulliken_charge,local_APT_charge,local_NPA_charge,local_NPA_core,local_NPA_valence,local_NPA_Rydberg,local_NPA_total,local_NMR_shift,local_NMR_anisotropy,local_ES_root_Mulliken_charge,local_ES_root_NPA_charge,local_ES_root_NPA_core,local_ES_root_NPA_valence,local_ES_root_NPA_Rydberg,local_ES_root_NPA_total
FC(F)(F)c1ccc(Br)cc1,0.54,p,7,8,15.0,0.0,1.0,1.2703,225.0078,1019.397,3332.7169,-3140.38899558,0.095575,0.104886,0.105831,0.058206,-3140.294656,-3140.285345,-3140.284401,-3140.332025,C7H4BrF3,1.0,-0.25907,-0.0401,0.14958500000000002,0.10948500000000001,2.5338,1043.668,3298.3158,1.325641,-2e-06,-0.00852,0.6124921334172435,0.090189,0.414167,-0.10197,1.99861,4.08142,0.02195,6.10197,50.6169,115.4374,0.069163,-0.11953,1.99862,4.09924,0.02167,6.11953
FC(F)(F)c1cccc(Br)c1,0.43,m,8,9,15.0,0.0,1.0,2.3933,225.0078,1160.158,2924.3581,-3140.38829442,0.095579,0.104874,0.105819,0.058223,-3140.294198,-3140.284903,-3140.283959,-3140.331555,C7H4BrF3,1.0,-0.2573,-0.04004,0.14867,0.10862999999999999,3.2054,1084.496,2898.9306,-1.139691,0.352365,-0.003605,0.610997482693518,0.076016,0.366108,-0.10717,1.9986,4.08632,0.02225,6.10717,53.5923,111.2585,0.052362,-0.1034,1.9986,4.08355,0.02125,6.1034
ClC(Cl)(Cl)c1ccc(Br)cc1,0.46,p,7,8,15.0,0.0,1.0,1.0603,274.3716,1385.093,4779.9789,-4221.42720072,0.089822,0.10049,0.101434,0.049913,-4221.338917,-4221.328249,-4221.327305,-4221.378826,C7H4BrCl3,1.0,-0.25771,-0.05794,0.157825,0.099885,13.643,1797.674,4759.7736,2.028179,0.02302,-0.0,0.6106041535556954,0.090745,0.440199,-0.10087,1.99859,4.08029,0.02199,6.10087,51.2664,114.8599,0.084928,-0.05087,1.99859,4.03058,0.02171,6.05087
ClC(Cl)(Cl)c1cccc(Br)c1,0.4,m,8,9,15.0,0.0,1.0,2.2729,274.3716,1823.109,4136.3231,-4221.42611925,0.08981,0.100466,0.101411,0.049794,-4221.338156,-4221.327499,-4221.326555,-4221.378171,C7H4BrCl3,1.0,-0.25874,-0.05786,0.15830000000000002,0.10044000000000002,6.0661,1610.413,4101.4928,1.752027,0.439662,0.0,0.6135934550031467,0.076041,0.369951,-0.10514,1.99859,4.08395,0.0226,6.10514,53.7064,109.6414,0.05184,-0.08523,1.99857,4.06562,0.02103,6.08523
N#Cc1ccc(Br)cc1,0.66,p,5,6,13.0,0.0,1.0,3.0521,182.0193,1294.222,2212.638,-2895.59510283,0.089338,0.096842,0.097786,0.055758,-2895.50608,-2895.498576,-2895.497632,-2895.539659,C7H4BrN,1.0,-0.26151,-0.06355,0.16253,0.09898000000000001,3.9501,995.555,2215.1916,0.0,0.585292,-0.0,0.6120201384518565,0.092534,0.439606,-0.09955,1.99862,4.07885,0.02209,6.09955,49.4009,120.1536,0.076201,-0.1247,1.99864,4.10391,0.02215,6.1247
N#Cc1cccc(Br)c1,0.56,m,6,7,13.0,0.0,1.0,3.8999,182.0193,950.513,2012.6002,-2895.59420152,0.089325,0.096812,0.097756,0.055725,-2895.50525,-2895.497763,-2895.496819,-2895.538851,C7H4BrN,1.0,-0.26434,-0.06411,0.164225,0.10011500000000001,6.3046,1025.554,2020.9684,-0.475622,0.256863,0.0,0.6121774701069855,0.078135,0.356902,-0.11314,1.9986,4.09221,0.02233,6.11314,53.5554,115.9105,0.050687,-0.10739,1.99858,4.08806,0.02075,6.10739
O=Nc1ccc(Br)cc1,0.91,p,5,6,13.0,0.0,1.0,2.4786,186.0077,840.16,2193.1383,-2932.63820611,0.087459,0.095032,0.095976,0.053777,-2932.556136,-2932.548563,-2932.547619,-2932.589818,C6H4BrNO,1.0,-0.22651,-0.10737,0.16693999999999998,0.05957,0.56,1008.192,2202.204,-0.62713,0.041649,-6e-06,0.611626809314034,0.095421,0.512018,-0.08777,1.99864,4.06717,0.02196,6.08777,43.8182,124.9135,0.080416,-0.1206,1.99864,4.10037,0.0216,6.1206
O=Nc1cccc(Br)c1,0.62,m,6,7,13.0,0.0,1.0,3.3516,186.0077,1302.174,1935.346,-2932.63656051,0.087384,0.094963,0.095907,0.05365,-2932.555265,-2932.547686,-2932.546742,-2932.588999,C6H4BrNO,1.0,-0.22971,-0.10982,0.169765,0.059945,2.0739,747.544,1956.0609,0.462862,0.297525,4.5e-05,0.6117054751415985,0.067894,0.322687,-0.11406,1.99861,4.09316,0.02228,6.11406,52.0533,107.9855,0.069619,-0.10063,1.9986,4.07983,0.0222,6.10063
O=[N+]([O-])c1ccc(Br)cc1,0.78,p,6,7,14.0,0.0,1.0,3.3141,202.0071,1244.182,2739.5344,-3007.85258232,0.093434,0.101633,0.102577,0.058362,-3007.760099,-3007.751901,-3007.750956,-3007.795171,C6H4BrNO2,1.0,-0.27138,-0.09777,0.184575,0.08680500000000001,0.7848,1292.035,2717.2703,-0.966091,0.0,0.0,0.6120201384518565,0.097449,0.47465,-0.09541,1.99862,4.07473,0.02205,6.09541,46.1395,124.6816,0.082914,-0.1277,1.99862,4.10746,0.02162,6.1277
O=[N+]([O-])c1cccc(Br)c1,0.71,m,7,8,14.0,0.0,1.0,4.0404,202.0071,982.249,2437.6701,-3007.85136119,0.09337,0.101564,0.102508,0.058287,-3007.759119,-3007.750925,-3007.749981,-3007.794202,C6H4BrNO2,1.0,-0.26778,-0.0989,0.18334,0.08444000000000002,2.0495,1183.736,2425.6791,0.810951,0.321885,0.0,0.6124921334172435,0.068477,0.337217,-0.11298,1.99861,4.092,0.02237,6.11298,52.8398,112.4938,0.073374,-0.10091,1.99861,4.07997,0.02233,6.10091
[N-]=[N+]=Nc1ccc(Br)cc1,0.08,p,6,7,14.0,0.0,1.0,0.2883,198.0217,963.869,2714.5072,-2966.93132751,0.093743,0.102148,0.103092,0.058536,-2966.848315,-2966.839909,-2966.838965,-2966.883521,C6H4BrN3,1.0,-0.23041,-0.04657,0.13849,0.09192,5.7826,1369.709,2836.5856,-0.967165,0.063101,5.7e-05,0.6101321585903083,0.085612,0.334599,-0.12286,1.99859,4.10262,0.02165,6.12286,58.8124,103.9884,0.093334,-0.07765,1.99859,4.05703,0.02204,6.07765
[N-]=[N+]=Nc1cccc(Br)c1,0.37,m,7,8,14.0,0.0,1.0,1.713,198.0217,1267.662,2440.2431,-2966.93121281,0.093666,0.102069,0.103013,0.058474,-2966.848277,-2966.839875,-2966.83893,-2966.883469,C6H4BrN3,1.0,-0.23813,-0.04751,0.14282,0.09531,5.2018,1082.795,2664.3819,-0.888701,0.244786,1e-06,0.6129641283826306,0.073555,0.472691,-0.09932,1.99861,4.07875,0.02196,6.09932,52.8929,111.272,0.068916,-0.11742,1.99863,4.09619,0.0226,6.11742
Brc1ccccc1,0.0,n,1,0,12.0,0.0,1.0,1.7385,157.0095,768.046,1225.4453,-2803.35335385,0.090821,0.096514,0.097458,0.059951,-2803.262874,-2803.257182,-2803.256238,-2803.293745,C6H5Br,1.0,-0.24196,-0.01262,0.12729000000000001,0.11467000000000001,0.0794,790.636,1233.5299,-0.104183,0.0,0.0,0.6120201384518565,0.081783,0.374242,-0.10821,1.9986,4.08785,0.02176,6.10821,54.4081,107.0036,0.063748,-0.10703,1.99861,4.08679,0.02164,6.10703
