smiles,c_index,x_index,global_number_of_atoms,global_charge,global_multiplicity,global_dipole,global_molar_mass,global_molar_volume,global_electronic_spatial_extent,global_E_scf,global_zero_point_correction,global_E_thermal_correction,global_H_thermal_correction,global_G_thermal_correction,global_E_zpe,global_E,global_H,global_G,global_stoichiometry,global_converged,global_homo_energy,global_lumo_energy,global_electronegativity,global_hardness,global_ES_root_dipole,global_ES_root_molar_volume,global_ES_root_electronic_spatial_extent,local_X,local_Y,local_Z,local_VBur,local_Mulliken_charge,local_APT_charge,local_NPA_charge,local_NPA_core,local_NPA_valence,local_NPA_Rydberg,local_NPA_total,local_NMR_shift,local_NMR_anisotropy,local_ES_root_Mulliken_charge,local_ES_root_NPA_charge,local_ES_root_NPA_core,local_ES_root_NPA_valence,local_ES_root_NPA_Rydberg,local_ES_root_NPA_total,from_cas,from_hammett,from_informer,local_NMR_pred,Halide
Ic1ccccc1,1,0,12.0,0.0,1.0,1.6679,204.01,615.024,1115.9615,-243.020289695,0.090301,0.096192,0.097136,0.058535,-242.931289,-242.925398,-242.924454,-242.963055,C6H5I,1.0,-0.23913,-0.03337,0.13625,0.10288,4.5684,937.179,1138.9341,0.0,-0.581316,-0.0,0.6252359974826935,-0.308326,0.371511,-0.21456,1.99863,4.18895,0.02697,6.21456,59.4613,98.7501,-0.248305,-0.25947,1.99874,4.22962,0.03111,6.25947,True,True,False,107.27071702480316,I
Ic1ccc(OC)cc1,1,0,16.0,0.0,1.0,2.6921,234.0362,1093.317,2040.0494,-357.540622963,0.123155,0.131629,0.132573,0.087917,-357.419341,-357.410867,-357.409922,-357.454579,C7H7IO,1.0,-0.21877,-0.02901,0.12389,0.0948799999999999,8.7931,1221.942,2069.9315,-0.188703,0.074621,0.0,0.6252359974826935,-0.319647,0.25342,-0.24252,1.99861,4.21742,0.02649,6.24252,70.7973,83.6621,-0.235398,-0.24487,1.99876,4.21315,0.03297,6.24487,True,True,False,100.03496718406676,I
Brc1ccccc1,1,0,12.0,0.0,1.0,1.7385,157.0095,903.584,1225.4453,-2803.35335384,0.090821,0.096514,0.097458,0.059951,-2803.262874,-2803.257182,-2803.256238,-2803.293745,C6H5Br,1.0,-0.24196,-0.01262,0.12729,0.11467,0.0794,926.173,1233.5299,0.104183,0.0,0.0,0.6120201384518565,0.081783,0.374242,-0.10821,1.9986,4.08785,0.02176,6.10821,54.4081,107.0036,0.063748,-0.10703,1.99861,4.08679,0.02164,6.10703,True,True,False,115.0908544063568,Br
Ic1ccc(C)cc1,1,0,15.0,0.0,1.0,2.1001,218.0368,1220.972,1584.3176,-282.337300684,0.117796,0.125616,0.12656,0.082543,-282.221299,-282.213479,-282.212535,-282.256552,C7H7I,1.0,-0.2324,-0.03085,0.131625,0.100775,6.0933,1252.279,1618.5934,0.177789,-2e-06,-0.001122,0.6241346758967904,-0.313019,0.351194,-0.221,1.99862,4.19566,0.02672,6.221,62.8121,93.5116,-0.244045,-0.25055,1.99874,4.22017,0.03164,6.25055,True,True,False,103.86776494979858,I
Brc1ccc(OC)cc1,1,0,16.0,0.0,1.0,2.7364,187.0357,1176.89,2371.2266,-2917.87515456,0.12364,0.131913,0.132857,0.089287,-2917.752367,-2917.744094,-2917.74315,-2917.78672,C7H7BrO,1.0,-0.21853,-0.01185,0.11519,0.10334,2.619,1201.93,2379.1799,-0.730529,0.044103,0.0,0.6098174952800504,0.079293,0.262781,-0.13472,1.99858,4.11479,0.02135,6.13472,64.2446,93.2286,0.084508,-0.07174,1.99857,4.05177,0.0214,6.07174,True,True,False,102.76666498184204,Br
Brc1ccc(C)cc1,1,0,15.0,0.0,1.0,2.159,171.0363,1168.222,1795.2904,-2842.6710206,0.118321,0.125938,0.126882,0.083966,-2842.553508,-2842.545891,-2842.544947,-2842.587863,C7H7Br,1.0,-0.23386,-0.01058,0.12222,0.11164,0.691,1289.912,1812.4079,-0.339713,4e-06,-0.000306,0.6118628067967276,0.07899,0.354473,-0.11467,1.99858,4.09454,0.02155,6.11467,57.3563,102.3713,0.066996,-0.09714,1.99859,4.07704,0.02151,6.09714,True,True,False,110.13402783870696,Br
Ic1ccc(Cl)cc1,1,0,12.0,0.0,1.0,0.1489,238.4551,718.952,1944.4914,-702.611369841,0.080631,0.087744,0.088688,0.047327,-702.53237,-702.525257,-702.524313,-702.565674,C6H4ClI,1.0,-0.24269,-0.04194,0.142315,0.1003749999999999,3.9884,1111.108,1985.2135,0.0,0.0,0.17134,0.6242920075519195,-0.313039,0.340837,-0.22663,1.99863,4.20097,0.02703,6.22663,61.9408,102.6922,-0.245582,-0.26122,1.99874,4.23073,0.03175,6.26122,True,False,False,104.33280026912688,I
Brc1ccc(C(C)=O)cc1,1,0,17.0,0.0,1.0,2.2961,199.0467,1358.703,2879.948,-2955.99936161,0.128325,0.137569,0.138513,0.092337,-2955.872128,-2955.862885,-2955.861941,-2955.908117,C8H7BrO,1.0,-0.25275,-0.06455,0.1586499999999999,0.0940999999999999,3.8673,1207.736,2882.48,-1.015256,0.00483,0.0,0.6106041535556954,0.088703,0.457634,-0.09522,1.99861,4.07473,0.02189,6.09522,48.5495,116.365,0.064624,-0.14441,1.9986,4.12431,0.02149,6.14441,True,False,False,123.64364886283876,Br
Brc1ccc([N+]([O-])=O)cc1,1,0,14.0,0.0,1.0,3.3141,202.0071,1100.623,2739.5325,-3007.85258222,0.093434,0.101633,0.102577,0.058362,-3007.760099,-3007.751901,-3007.750956,-3007.795171,C6H4BrNO2,1.0,-0.27138,-0.09777,0.184575,0.086805,0.7848,1435.595,2717.2701,-0.966091,0.0,1e-06,0.6120201384518565,0.097449,0.47465,-0.09541,1.99862,4.07473,0.02205,6.09541,46.1395,124.6817,0.082914,-0.1277,1.99862,4.10746,0.02162,6.1277,True,True,False,126.14785647392272,Br
Ic1ccc([N+]([O-])=O)cc1,1,0,14.0,0.0,1.0,3.4611,249.0076,1388.867,2320.9271,-447.515856484,0.092948,0.10134,0.102284,0.057036,-447.424605,-447.416214,-447.41527,-447.460518,C6H4INO2,1.0,-0.26492,-0.09784,0.1813799999999999,0.08354,0.8324,1111.093,2321.3839,-0.416887,-1e-06,2.7e-05,0.6249213341724354,-0.310067,0.449536,-0.20862,1.99866,4.18262,0.02734,6.20862,50.0207,122.358,-0.323955,-0.2388,1.99865,4.21344,0.0267,6.2388,True,True,False,120.82458400726318,I
Brc1ccc(C#N)cc1,1,0,13.0,0.0,1.0,3.0521,182.0193,1144.888,2212.6379,-2895.59510282,0.089338,0.096842,0.097786,0.056413,-2895.50608,-2895.498576,-2895.497632,-2895.539005,C7H4BrN,1.0,-0.26151,-0.06355,0.16253,0.09898,3.9501,871.111,2215.1916,-0.0,0.0,0.585292,0.6120201384518565,0.092534,0.439606,-0.09955,1.99862,4.07885,0.02209,6.09955,49.4009,120.1536,0.076201,-0.1247,1.99864,4.10391,0.02215,6.1247,True,True,False,121.84902858734132,Br
Ic1c(C)cccc1,1,0,15.0,0.0,1.0,1.5258,218.0368,1200.212,1335.1134,-282.337105944,0.118219,0.125701,0.126645,0.084628,-282.220508,-282.213026,-282.212081,-282.254099,C7H7I,1.0,-0.2365,-0.03057,0.133535,0.102965,4.7449,1375.853,1347.8005,0.539968,-0.207574,0.0,0.6598489616110762,-0.368214,0.326748,-0.19948,1.99858,4.17543,0.02548,6.19948,56.2137,84.1495,-0.297729,-0.2368,1.99869,4.20844,0.02967,6.2368,True,True,False,112.55044317245483,I
Ic1ccc(F)cc1,1,0,12.0,0.0,1.0,0.3216,222.0005,772.073,1499.091,-342.251992693,0.082124,0.088838,0.089782,0.049743,-342.171094,-342.164379,-342.163435,-342.203475,C6H4FI,1.0,-0.23931,-0.03852,0.138915,0.100395,4.0023,1039.329,1524.895,0.0,0.0,-0.208868,0.6242920075519195,-0.319392,0.280223,-0.23754,1.99863,4.21214,0.02677,6.23754,66.8073,94.8574,-0.249285,-0.26632,1.99875,4.23587,0.0317,6.26632,True,False,False,101.2075217962265,I
Brc1c(C)cccc1,1,0,15.0,0.0,1.0,1.5364,171.0363,1048.189,1456.0887,-2842.67180752,0.118732,0.126029,0.126973,0.086003,-2842.554285,-2842.546988,-2842.546044,-2842.587015,C7H7Br,1.0,-0.23804,-0.01031,0.124175,0.113865,0.539,786.142,1453.6623,-0.11368,-0.241616,0.0,0.6480490874764002,0.025849,0.321914,-0.0975,1.99853,4.07821,0.02076,6.0975,53.2183,94.1405,0.010546,-0.10576,1.99855,4.08592,0.02129,6.10576,True,True,False,117.33835363388062,Br
Ic1ccc(Br)cc1,1,0,12.0,0.0,1.0,0.1253,282.9061,1290.722,2580.4222,-2813.82254515,0.080239,0.087579,0.088523,0.045229,-2813.743534,-2813.736195,-2813.735251,-2813.778544,C6H4BrI,1.0,-0.24087,-0.04206,0.141465,0.099405,4.7108,1324.688,2625.7329,-0.825771,0.0,0.0,0.6242920075519195,-0.3119,0.352385,-0.22516,1.99863,4.19948,0.02705,6.22516,61.0441,104.0572,-0.243621,-0.25787,1.99874,4.22722,0.0319,6.25787,True,False,False,105.26896512508392,I
Ic1ccc(C(C)=O)cc1,1,0,17.0,0.0,1.0,2.3112,246.0472,1583.655,2445.2543,-395.663482339,0.127814,0.137251,0.138196,0.090975,-395.537621,-395.528183,-395.527239,-395.574459,C8H7IO,1.0,-0.24909,-0.06512,0.157105,0.091985,3.9421,1745.253,2466.7967,0.457165,0.014115,-0.0,0.6252359974826935,-0.311785,0.444785,-0.20474,1.99865,4.179,0.02709,6.20474,52.6155,111.1186,-0.333882,-0.25001,1.99864,4.22504,0.02634,6.25001,True,False,False,117.7512776851654,I
Ic1cccc(C)c1,1,0,15.0,0.0,1.0,1.9323,218.0368,1076.985,1494.0862,-282.337511965,0.117827,0.125618,0.126563,0.082735,-282.221385,-282.213593,-282.212649,-282.256477,C7H7I,1.0,-0.23567,-0.0313,0.133485,0.102185,5.2758,1376.147,1522.6422,-0.257217,0.277009,0.001298,0.626101321585903,-0.307831,0.404851,-0.20484,1.99863,4.17911,0.02709,6.20484,59.7469,95.8676,-0.245607,-0.24724,1.99874,4.21705,0.03145,6.24724,True,True,False,107.2941553592682,I
Clc1ccccc1,1,0,12.0,0.0,1.0,1.7658,112.5585,1152.304,893.793,-691.844185166,0.09121,0.096707,0.097651,0.061428,-691.753757,-691.74826,-691.747316,-691.783539,C6H5Cl,1.0,-0.24641,-0.01257,0.12949,0.11692,0.9316,1170.032,902.7911,-0.5036,0.0,0.0,0.5981749528005035,-0.06456,0.425292,-0.04278,1.99855,4.02253,0.0217,6.04278,53.1421,106.5435,-0.075913,-0.03588,1.99858,4.01497,0.02233,6.03588,True,True,False,117.07361769676208,Cl
Brc1ccc(Cl)cc1,1,0,12.0,0.0,1.0,0.0492,191.4546,1043.46,2267.2877,-3262.94771773,0.081156,0.088065,0.089009,0.048739,-3262.867308,-3262.860399,-3262.859455,-3262.899726,C6H4BrCl,1.0,-0.24463,-0.02714,0.135885,0.108745,0.9538,1119.811,2285.9482,0.0,-0.0,0.710146,0.6120201384518565,0.082184,0.356744,-0.11657,1.99859,4.09621,0.02177,6.11657,56.4575,108.8871,0.074726,-0.08991,1.9986,4.06986,0.02145,6.08991,True,False,False,111.72996616363524,Br
Brc1ccc(C=O)cc1,1,0,14.0,0.0,1.0,2.1101,185.0199,1065.352,2262.0273,-2916.67655141,0.100106,0.107798,0.108742,0.066292,-2916.577435,-2916.569743,-2916.568798,-2916.611248,C7H5BrO,1.0,-0.25788,-0.07327,0.165575,0.092305,2.6916,1331.69,2266.2662,0.651147,0.037455,0.0,0.6106041535556954,0.08824,0.47008,-0.09243,1.99862,4.07187,0.02193,6.09243,46.9517,118.7046,0.0639,-0.14084,1.99862,4.12073,0.0215,6.14084,True,True,False,125.64874529838562,Br
Brc1cnccc1,1,0,11.0,0.0,1.0,2.0311,157.9973,1058.282,1194.7062,-2819.38756014,0.078999,0.084579,0.085523,0.048171,-2819.309618,-2819.304038,-2819.303094,-2819.340446,C5H4BrN,1.0,-0.25585,-0.03788,0.146865,0.108985,1.5332,1103.316,1194.7095,0.11208,0.015686,0.0,0.6058842039018251,0.065308,0.301821,-0.15742,1.99859,4.13802,0.02081,6.15742,55.9168,107.7586,0.073758,-0.14473,1.99854,4.12473,0.02146,6.14473,True,False,False,112.5640516281128,Br
Brc1ccc(F)cc1,1,0,12.0,0.0,1.0,0.4116,175.0,896.01,1700.7883,-2902.58554848,0.082608,0.089126,0.09007,0.05046,-2902.503253,-2902.496734,-2902.49579,-2902.535401,C6H4BrF,1.0,-0.24113,-0.02426,0.132695,0.108435,1.4416,918.985,1706.8167,-0.300901,0.0,0.0,0.6120201384518565,0.080425,0.294385,-0.12888,1.9986,4.10875,0.02153,6.12888,60.8094,102.5111,0.068683,-0.09598,1.99859,4.07639,0.021,6.09598,True,False,False,105.5567592382431,Br
Ic1c(OC)cccc1,1,0,16.0,0.0,1.0,2.7131,234.0362,943.459,1620.3742,-357.539355456,0.12326,0.131686,0.13263,0.088143,-357.417475,-357.409049,-357.408105,-357.452592,C7H7IO,1.0,-0.22179,-0.02523,0.12351,0.0982799999999999,7.607,1356.223,1622.1813,-0.318006,-0.544009,0.0,0.6488357457520453,-0.404247,0.185311,-0.26335,1.99861,4.23834,0.02641,6.26335,71.1596,76.6294,-0.310196,-0.28105,1.99874,4.24891,0.03339,6.28105,True,True,False,100.42482614517212,I
Brc1ccc(C(F)(F)F)cc1,1,0,15.0,0.0,1.0,1.2703,225.0078,1383.467,3332.7138,-3140.3889956,0.095575,0.104886,0.105831,0.058206,-3140.294656,-3140.285345,-3140.284401,-3140.332025,C7H4BrF3,1.0,-0.25907,-0.0401,0.149585,0.109485,2.5338,970.854,3298.3158,-1.325641,-1e-06,-0.00852,0.6124921334172435,0.090189,0.414167,-0.10197,1.99861,4.08142,0.02195,6.10197,50.6169,115.4374,0.069163,-0.11953,1.99862,4.09924,0.02167,6.11953,True,True,False,120.57470870018004,Br
Brc1cccc2c1cccc2,1,0,18.0,0.0,1.0,1.7303,207.0693,1693.882,2380.8003,-2956.99351175,0.137974,0.146184,0.147129,0.103666,-2956.85946,-2956.85125,-2956.850306,-2956.893768,C10H7Br,1.0,-0.21829,-0.04705,0.13267,0.08562,0.8975,1283.244,2374.2667,-0.693092,0.503227,0.0,0.6430144745122719,0.019753,0.369264,-0.07837,1.99856,4.05897,0.02084,6.07837,54.467,86.7644,-0.009022,-0.09625,1.99854,4.07644,0.02126,6.09625,True,False,False,115.36259031295776,Br
Ic1ccc(C(F)(F)F)cc1,1,0,15.0,0.0,1.0,1.3967,272.0083,1376.802,2749.3989,-580.052945504,0.095056,0.104581,0.105525,0.056706,-579.960007,-579.950482,-579.949538,-579.998357,C7H4F3I,1.0,-0.25415,-0.045,0.1495749999999999,0.104575,1.3718,1001.311,2750.5449,0.767664,2e-06,-0.011625,0.6253933291378225,-0.30812,0.39898,-0.21218,1.99864,4.18632,0.02722,6.21218,55.2884,110.5127,-0.252869,-0.27325,1.99874,4.24396,0.03056,6.27325,True,True,False,113.47183322906494,I
Brc1cccc(OC)c1,1,0,16.0,0.0,1.0,1.4946,187.0357,1019.624,2072.7466,-2917.87531356,0.123608,0.131863,0.132807,0.08926,-2917.752978,-2917.744722,-2917.743778,-2917.787325,C7H7BrO,1.0,-0.22545,-0.01123,0.11834,0.10711,2.3631,1246.511,2071.2594,0.0,0.647294,0.0,0.6135934550031467,0.076907,0.462035,-0.08807,1.99861,4.0672,0.02226,6.08807,53.8571,105.4486,0.047273,-0.14643,1.99864,4.12415,0.02364,6.14643,True,True,False,115.9862973690033,Br
Ic1cccc2c1cccc2,1,0,18.0,0.0,1.0,1.7347,254.0698,1480.414,2106.9825,-396.656019942,0.137351,0.145787,0.146732,0.102132,-396.522963,-396.514526,-396.513582,-396.558181,C10H7I,1.0,-0.21913,-0.04803,0.13358,0.0855499999999999,8.092,1480.414,2116.6338,0.188427,0.643884,0.0,0.6562303335431089,-0.400032,0.364973,-0.18116,1.99862,4.15717,0.02538,6.18116,56.8193,74.2765,-0.312482,-0.19824,1.99877,4.16778,0.0317,6.19824,True,False,False,112.27943253517152,I
Brc1ccccn1,1,0,11.0,0.0,1.0,3.2748,157.9973,743.869,1186.0246,-2819.38943326,0.07879,0.084377,0.085321,0.04796,-2819.31199,-2819.306403,-2819.305458,-2819.34282,C5H4BrN,1.0,-0.25463,-0.03777,0.1462,0.10843,1.133,1329.947,1189.9153,-0.133608,-0.015436,0.0,0.5904657016991819,0.248917,0.669807,0.13742,1.99877,3.83088,0.03293,5.86258,32.562,83.1031,0.268689,0.07794,1.99876,3.89345,0.02985,5.92206,True,False,False,145.29971480369568,Br
Ic1cccc(OC)c1,1,0,16.0,0.0,1.0,3.0415,234.0362,1358.778,1922.5854,-357.540470966,0.123095,0.131561,0.132506,0.087849,-357.419405,-357.410939,-357.409995,-357.454652,C7H7IO,1.0,-0.22737,-0.03077,0.12907,0.0983,10.8994,1737.972,1947.6887,-0.118365,0.351224,0.0,0.6269666456891126,-0.316622,0.475397,-0.2014,1.99865,4.17597,0.02678,6.2014,59.4613,101.9996,-0.257733,-0.30062,1.99881,4.26819,0.03362,6.30062,True,True,False,107.2156776189804,I
Brc1c(OC)cccc1,1,0,16.0,0.0,1.0,2.7996,187.0357,961.862,1783.8757,-2917.87283377,0.123757,0.131993,0.132937,0.089503,-2917.750083,-2917.741847,-2917.740903,-2917.784337,C7H7BrO,1.0,-0.22168,-0.00963,0.115655,0.106025,2.8518,1060.515,1773.6993,0.116536,-0.531102,-0.0,0.6335745752045312,0.024806,0.21464,-0.15144,1.99856,4.13121,0.02168,6.15144,66.1975,86.5811,0.007658,-0.18186,1.99857,4.16006,0.02322,6.18186,True,True,False,102.14777302742004,Br
Brc1cc2c(cc1)cccc2,1,0,18.0,0.0,1.0,1.9355,207.0693,1358.942,2890.7798,-2956.99427533,0.137762,0.146019,0.146963,0.103316,-2956.8599,-2956.851643,-2956.850699,-2956.894347,C10H7Br,1.0,-0.22103,-0.04698,0.134005,0.087025,0.46,1333.302,2913.9869,1.047662,0.160084,0.0,0.6129641283826306,0.07879,0.414513,-0.10775,1.9986,4.08738,0.02177,6.10775,56.454,102.9164,0.085326,-0.06132,1.99859,4.041,0.02172,6.06132,True,False,False,112.0199716091156,Br
Clc1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,0,29.0,0.0,1.0,2.741,267.7171,2012.911,6690.6981,-1202.09193604,0.217734,0.232204,0.233148,0.174025,-1201.877963,-1201.863493,-1201.862548,-1201.921672,C15H10ClN3,1.0,-0.25442,-0.07985,0.1671349999999999,0.0872849999999999,2.0993,2012.911,6697.1328,0.0,2.152131,0.0,0.5566393958464443,0.264529,1.36338,0.43499,1.99901,3.5245,0.0415,5.56501,14.4568,74.3645,0.279775,0.44864,1.99899,3.51065,0.04172,5.55136,True,False,False,164.52312469482422,Cl
Clc1ccc(C)cc1,1,0,15.0,0.0,1.0,2.1657,126.5853,1149.68,1317.4919,-731.161749789,0.11872,0.126128,0.127072,0.085454,-731.044329,-731.036921,-731.035977,-731.077595,C7H7Cl,1.0,-0.23716,-0.0105,0.12383,0.11333,1.4796,1264.648,1333.967,-0.994995,-1e-06,0.001232,0.5981749528005035,-0.068688,0.407395,-0.04922,1.99854,4.02918,0.0215,6.04922,55.8101,102.3684,-0.073938,-0.02491,1.99856,4.00424,0.0221,6.02491,True,True,False,113.01356673240662,Cl
Clc1ccc(OC)cc1,1,0,16.0,0.0,1.0,2.732,142.5847,938.891,1743.3614,-806.365743746,0.124018,0.132082,0.133026,0.090721,-806.243086,-806.235022,-806.234077,-806.276383,C7H7ClO,1.0,-0.22013,-0.01179,0.11596,0.10417,3.2734,1178.608,1753.4723,-1.407975,-0.019962,0.0,0.5972309628697294,-0.069474,0.317301,-0.0686,1.99853,4.04877,0.02131,6.0686,62.0005,93.8405,-0.057473,0.00322,1.99853,3.97634,0.02191,5.99678,True,True,False,104.79928135871889,Cl
Ic1ccc(C#N)cc1,1,0,13.0,0.0,1.0,3.1913,229.0198,959.613,1934.9449,-335.259357838,0.08882,0.096521,0.097465,0.054359,-335.171653,-335.163951,-335.163007,-335.206113,C7H4IN,1.0,-0.25772,-0.06395,0.160835,0.096885,0.2307,1183.522,1959.2017,0.047853,0.0,-0.0,0.6246066708621775,-0.309184,0.417275,-0.21139,1.99865,4.18534,0.0274,6.21139,53.6755,116.6944,-0.249173,-0.26495,1.99875,4.23515,0.03105,6.26495,True,True,False,115.7663106918335,I
Brc1cccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c1,1,0,39.0,0.0,1.0,1.914,388.2657,2587.844,13948.304,-3544.66403502,0.298299,0.317823,0.318767,0.246245,-3544.36914,-3544.349616,-3544.348672,-3544.421194,C21H14BrN3,1.0,-0.24343,-0.07331,0.15837,0.08506,0.8862,2826.721,13876.8929,3.780142,-1.085315,1e-06,0.6113908118313405,0.073482,0.367919,-0.10973,1.9986,4.08923,0.02191,6.10973,53.6354,102.1023,0.07341,-0.08922,1.99859,4.06913,0.0215,6.08922,True,False,False,116.41819548606873,Br
Brc1cc(C)ccc1,1,0,15.0,0.0,1.0,1.9916,171.0363,1263.549,1676.0828,-2842.67131764,0.118345,0.125937,0.126881,0.084085,-2842.553697,-2842.546104,-2842.54516,-2842.587956,C7H7Br,1.0,-0.23771,-0.01072,0.124215,0.113495,0.6902,1430.433,1687.7007,-0.242875,0.212111,0.000835,0.6124134675896791,0.086362,0.403683,-0.09949,1.99859,4.07897,0.02192,6.09949,54.6439,104.2686,0.067592,-0.10759,1.99861,4.08673,0.02225,6.10759,True,True,False,114.78426146507265,Br
Brc1ccc(-c2ccccc2)cc1,1,0,22.0,0.0,1.0,1.9542,233.1071,1419.911,4908.0253,-3034.40945629,0.171888,0.182229,0.183173,0.134071,-3034.239147,-3034.228806,-3034.227862,-3034.276964,C12H9Br,1.0,-0.22501,-0.03533,0.13017,0.09484,0.1336,1583.747,4931.4314,1.940227,0.0,0.0,0.6098174952800504,0.084746,0.392212,-0.111,1.99859,4.0908,0.02161,6.111,55.2342,104.8907,0.052623,-0.1436,1.99856,4.12302,0.02201,6.1436,True,False,False,113.85326170921326,Br
Brc1ccc(C(OC)=O)cc1,1,0,18.0,0.0,1.0,1.9362,215.0461,1324.698,3643.7748,-3031.23168324,0.133949,0.14419,0.145134,0.096326,-3031.099289,-3031.089048,-3031.088104,-3031.136913,C8H7BrO2,1.0,-0.25153,-0.0546,0.1530649999999999,0.0984649999999999,6.3049,1192.228,3652.1469,-1.414351,0.010207,0.0,0.6104468219005664,0.091223,0.458084,-0.09523,1.99861,4.07478,0.02184,6.09523,48.6862,115.5811,0.059448,-0.15979,1.9986,4.13982,0.02137,6.15979,True,False,False,123.50174403190611,Br
Clc1nc2c(c(-c3ccccc3)n1)cccc2,1,0,26.0,0.0,1.0,4.7396,240.6915,1889.696,4594.494,-1108.61441898,0.19538,0.207832,0.208776,0.155429,-1108.428788,-1108.416336,-1108.415392,-1108.468739,C14H9ClN2,1.0,-0.24071,-0.0795,0.160105,0.080605,2.6154,2257.137,4655.4709,1.628928,-1.5435,0.095255,0.5608086847073631,0.237909,1.083481,0.4065,1.999,3.55396,0.04054,5.5935,28.3258,58.1413,0.282926,0.38028,1.99904,3.58605,0.03463,5.61972,True,False,False,151.69726133346558,Cl
Ic1cccs1,1,0,9.0,0.0,1.0,1.4653,210.0322,920.041,997.6032,-563.76888783,0.056658,0.062246,0.06319,0.025038,-563.713794,-563.708206,-563.707262,-563.745415,C4H3IS,1.0,-0.22977,-0.04229,0.13603,0.09374,5.81,1178.803,1013.4713,-0.589749,0.201995,0.0,0.6213027061044682,-0.509195,0.27907,-0.49617,1.9987,4.47111,0.02636,6.49617,66.4047,71.3662,-0.397045,-0.46245,1.99886,4.4298,0.03379,6.46245,True,False,False,102.24731171131134,I
Ic1ccc(C(OC)=O)cc1,1,0,18.0,0.0,1.0,1.8972,262.0466,1559.011,3038.1829,-470.89479723,0.133463,0.143908,0.144852,0.094969,-470.763744,-470.753299,-470.752355,-470.802238,C8H7IO2,1.0,-0.24772,-0.05511,0.151415,0.096305,4.295,1559.011,3083.544,0.834597,0.040992,-0.0,0.6263373190685966,-0.306746,0.446398,-0.20427,1.99865,4.17859,0.02703,6.20427,52.9272,110.0251,-0.247438,-0.25792,1.99875,4.22838,0.03079,6.25792,True,False,False,117.30687880516052,I
Ic1cccc([N+]([O-])=O)c1,1,0,14.0,0.0,1.0,4.0831,249.0076,1190.337,2105.3998,-447.514765101,0.092928,0.101316,0.10226,0.056981,-447.423816,-447.415429,-447.414485,-447.459764,C6H4INO2,1.0,-0.26156,-0.09846,0.18001,0.08155,2.0336,1098.773,2110.0211,0.292174,0.460449,-0.0,0.6268093140339837,-0.33987,0.31464,-0.22645,1.99866,4.20018,0.02761,6.22645,58.2616,110.3212,-0.334291,-0.21275,1.99865,4.18659,0.0275,6.21275,True,True,False,108.73804700374605,I
Brc1cccs1,1,0,9.0,0.0,1.0,1.6756,163.0317,714.586,1103.9246,-3124.09952119,0.057012,0.062449,0.063393,0.026251,-3124.044296,-3124.038859,-3124.037915,-3124.075057,C4H3BrS,1.0,-0.23048,-0.02213,0.126305,0.1041749999999999,4.9253,1267.814,1103.2187,0.142486,0.203192,0.0,0.6068281938325991,-0.172527,0.335811,-0.36657,1.99868,4.34383,0.02406,6.36657,54.5326,72.1679,-0.126069,-0.35002,1.99883,4.31843,0.03277,6.35002,True,False,False,115.96754097938538,Br
Ic1cnccc1,1,0,11.0,0.0,1.0,2.0043,204.9978,963.372,1086.0863,-259.054497549,0.078551,0.084322,0.085266,0.046827,-258.97811,-258.972339,-258.971395,-259.009834,C5H4IN,1.0,-0.2511,-0.04127,0.146185,0.104915,3.3361,1401.269,1107.8509,0.585222,0.015455,0.0,0.619572057898049,-0.321842,0.288087,-0.26922,1.99863,4.24445,0.02615,6.26922,60.2832,99.5061,-0.268281,-0.32566,1.99873,4.29703,0.0299,6.32566,True,False,False,106.22613942623138,I
Clc1nc2c(c(-c3ccc(-c4cccc5c4cccc5)cc3)n1)cccc2,1,0,42.0,0.0,1.0,4.6427,366.8489,2826.401,14862.3321,-1493.30687573,0.323277,0.343076,0.34402,0.273009,-1492.998528,-1492.978729,-1492.977785,-1493.048796,C24H15ClN2,1.0,-0.21444,-0.08052,0.14748,0.0669599999999999,26.6984,3258.213,15047.5999,4.274003,1.561339,-0.09813,0.5604153555695406,0.23814,1.129801,0.40658,1.999,3.55388,0.04053,5.59342,28.2591,58.0274,0.229696,0.39578,1.999,3.56496,0.04026,5.60422,True,False,False,151.77582120895386,Cl
Brc1ccc(C(C)(C)C)cc1,1,0,24.0,0.0,1.0,2.2101,213.1167,1525.773,3555.5127,-2960.60808684,0.20391,0.215116,0.21606,0.166267,-2960.405058,-2960.393852,-2960.392908,-2960.442701,C10H13Br,1.0,-0.23338,-0.01057,0.121975,0.111405,0.7818,1725.875,3554.9243,1.372577,0.010453,0.0,0.6102894902454373,0.082644,0.370638,-0.11273,1.99857,4.09258,0.02157,6.11273,57.1204,101.1234,0.070145,-0.09738,1.99858,4.07722,0.02158,6.09738,True,False,False,110.69208240509032,Br
Clc1ccc([N+]([O-])=O)cc1,1,0,14.0,0.0,1.0,3.1934,157.5561,1281.64,2003.2721,-896.343527288,0.09384,0.101815,0.102759,0.059849,-896.250968,-896.242993,-896.242049,-896.284959,C6H4ClNO2,1.0,-0.278,-0.09796,0.18798,0.09002,0.6296,1130.858,1992.0952,1.644817,0.0,0.0,0.5981749528005035,-0.052717,0.530702,-0.02706,1.99858,4.00649,0.02199,6.02706,46.0524,121.0416,-0.0685,-0.05971,1.99858,4.03946,0.02167,6.05971,True,True,False,126.6192672252655,Cl
